event_id,shipment_id,event_type,location,event_time,duration_minutes
817,SHP0126,Departure,Bengaluru,2026-08-01 06:06:00,0
818,SHP0126,Checkpoint,Highway Checkpoint,2026-08-01 06:30:00,0
819,SHP0126,Rest Stop,City Entry,2026-08-01 06:37:00,21
820,SHP0126,Route Deviation,Highway Checkpoint,2026-08-01 06:17:00,17
821,SHP0126,Rest Stop,Rest Area,2026-08-01 06:40:00,34
822,SHP0126,Arrival,Pune,2026-08-01 07:19:00,0
823,SHP0127,Departure,Hyderabad,2026-08-02 10:18:00,0
824,SHP0127,Rest Stop,Rest Area,2026-08-02 11:28:00,17
825,SHP0127,Route Deviation,Rest Area,2026-08-02 11:28:00,45
826,SHP0127,Rest Stop,Distribution Center,2026-08-02 11:02:00,24
827,SHP0127,Cold Storage Stop,Cold Storage Facility,2026-08-02 10:39:00,13
828,SHP0127,Checkpoint,Fuel Station,2026-08-02 11:32:00,0
829,SHP0127,Arrival,Coimbatore,2026-08-02 11:59:00,0
830,SHP0128,Departure,Pune,2026-08-02 07:50:00,0
831,SHP0128,Checkpoint,Highway Checkpoint,2026-08-02 11:40:00,0
832,SHP0128,Checkpoint,City Entry,2026-08-02 08:27:00,0
833,SHP0128,Checkpoint,Fuel Station,2026-08-02 10:17:00,0
834,SHP0128,Route Deviation,Highway Checkpoint,2026-08-02 08:49:00,75
835,SHP0128,Arrival,Bangalore,2026-08-02 12:13:00,0
836,SHP0129,Departure,Pune,2026-08-04 05:41:00,0
837,SHP0129,Checkpoint,Rest Area,2026-08-04 06:48:00,0
838,SHP0129,Traffic Delay,Highway Checkpoint,2026-08-04 10:17:00,57
839,SHP0129,Checkpoint,Fuel Station,2026-08-04 06:35:00,0
840,SHP0129,Checkpoint,City Entry,2026-08-04 07:09:00,0
841,SHP0129,Checkpoint,Fuel Station,2026-08-04 08:56:00,0
842,SHP0129,Arrival,Kochi,2026-08-04 11:19:00,0
843,SHP0130,Departure,Salem,2026-08-01 07:56:00,0
844,SHP0130,Cold Storage Stop,Distribution Center,2026-08-01 10:28:00,10
845,SHP0130,Checkpoint,Highway Checkpoint,2026-08-01 09:35:00,0
846,SHP0130,Checkpoint,Cold Storage Facility,2026-08-01 10:33:00,0
847,SHP0130,Rest Stop,Cold Storage Facility,2026-08-01 11:43:00,22
848,SHP0130,Rest Stop,Cold Storage Facility,2026-08-01 11:35:00,31
849,SHP0130,Arrival,Coimbatore,2026-08-01 12:11:00,0
850,SHP0131,Departure,Madurai,2026-08-04 08:02:00,0
851,SHP0131,Checkpoint,City Entry,2026-08-04 09:48:00,0
852,SHP0131,Cold Storage Stop,Cold Storage Facility,2026-08-04 10:02:00,14
853,SHP0131,Rest Stop,City Entry,2026-08-04 09:42:00,40
854,SHP0131,Checkpoint,Highway Checkpoint,2026-08-04 09:04:00,0
855,SHP0131,Route Deviation,Highway Checkpoint,2026-08-04 09:42:00,51
856,SHP0131,Checkpoint,Cold Storage Facility,2026-08-04 09:04:00,0
857,SHP0131,Arrival,Coimbatore,2026-08-04 11:16:00,0
858,SHP0132,Departure,Pune,2026-08-05 06:53:00,0
859,SHP0132,Checkpoint,Fuel Station,2026-08-05 08:51:00,0
860,SHP0132,Checkpoint,Distribution Center,2026-08-05 07:35:00,0
861,SHP0132,Checkpoint,Fuel Station,2026-08-05 09:06:00,0
862,SHP0132,Cold Storage Stop,Cold Storage Facility,2026-08-05 08:20:00,5
863,SHP0132,Route Deviation,Highway Checkpoint,2026-08-05 08:34:00,57
864,SHP0132,Checkpoint,Highway Checkpoint,2026-08-05 07:39:00,0
865,SHP0132,Arrival,Kochi,2026-08-05 10:10:00,0
866,SHP0133,Departure,Bengaluru,2026-08-04 06:48:00,0
867,SHP0133,Checkpoint,Fuel Station,2026-08-04 07:44:00,0
868,SHP0133,Route Deviation,Cold Storage Facility,2026-08-04 07:31:00,33
869,SHP0133,Cold Storage Stop,Fuel Station,2026-08-04 07:34:00,6
870,SHP0133,Arrival,Chennai,2026-08-04 08:37:00,0
871,SHP0134,Departure,Bangalore,2026-08-02 09:26:00,0
872,SHP0134,Checkpoint,Rest Area,2026-08-02 10:34:00,0
873,SHP0134,Checkpoint,Distribution Center,2026-08-02 11:17:00,0
874,SHP0134,Checkpoint,Rest Area,2026-08-02 10:24:00,0
875,SHP0134,Traffic Delay,City Entry,2026-08-02 11:40:00,24
876,SHP0134,Checkpoint,City Entry,2026-08-02 10:03:00,0
877,SHP0134,Arrival,Madurai,2026-08-02 12:22:00,0
878,SHP0135,Departure,Mumbai,2026-08-01 08:52:00,0
879,SHP0135,Rest Stop,Rest Area,2026-08-01 12:16:00,17
880,SHP0135,Checkpoint,City Entry,2026-08-01 12:11:00,0
881,SHP0135,Rest Stop,Distribution Center,2026-08-01 09:51:00,30
882,SHP0135,Checkpoint,Highway Checkpoint,2026-08-01 11:44:00,0
883,SHP0135,Checkpoint,Cold Storage Facility,2026-08-01 11:12:00,0
884,SHP0135,Arrival,Chennai,2026-08-01 14:19:00,0
885,SHP0136,Departure,Salem,2026-08-04 10:55:00,0
886,SHP0136,Checkpoint,Distribution Center,2026-08-04 13:18:00,0
887,SHP0136,Cold Storage Stop,Distribution Center,2026-08-04 15:03:00,6
888,SHP0136,Checkpoint,Rest Area,2026-08-04 15:33:00,0
889,SHP0136,Arrival,Mumbai,2026-08-04 15:58:00,0
890,SHP0137,Departure,Bengaluru,2026-08-01 08:19:00,0
891,SHP0137,Rest Stop,Cold Storage Facility,2026-08-01 09:36:00,17
892,SHP0137,Cold Storage Stop,Cold Storage Facility,2026-08-01 09:36:00,16
893,SHP0137,Cold Storage Stop,Fuel Station,2026-08-01 09:33:00,12
894,SHP0137,Arrival,Hyderabad,2026-08-01 09:59:00,0
895,SHP0138,Departure,Salem,2026-08-06 09:36:00,0
896,SHP0138,Checkpoint,Rest Area,2026-08-06 12:30:00,0
897,SHP0138,Checkpoint,Rest Area,2026-08-06 13:35:00,0
898,SHP0138,Checkpoint,Distribution Center,2026-08-06 13:35:00,0
899,SHP0138,Checkpoint,Cold Storage Facility,2026-08-06 13:53:00,0
900,SHP0138,Traffic Delay,Rest Area,2026-08-06 12:15:00,50
901,SHP0138,Arrival,Chennai,2026-08-06 15:00:00,0
902,SHP0139,Departure,Bengaluru,2026-08-01 05:48:00,0
903,SHP0139,Checkpoint,Rest Area,2026-08-01 08:33:00,0
904,SHP0139,Rest Stop,Fuel Station,2026-08-01 07:23:00,20
905,SHP0139,Checkpoint,Fuel Station,2026-08-01 10:21:00,0
906,SHP0139,Arrival,Coimbatore,2026-08-01 10:37:00,0
907,SHP0140,Departure,Coimbatore,2026-08-05 06:08:00,0
908,SHP0140,Rest Stop,Fuel Station,2026-08-05 06:21:00,38
909,SHP0140,Rest Stop,Fuel Station,2026-08-05 06:51:00,37
910,SHP0140,Rest Stop,Highway Checkpoint,2026-08-05 07:16:00,39
911,SHP0140,Checkpoint,City Entry,2026-08-05 07:06:00,0
912,SHP0140,Checkpoint,Cold Storage Facility,2026-08-05 07:06:00,0
913,SHP0140,Arrival,Hyderabad,2026-08-05 07:29:00,0
914,SHP0141,Departure,Salem,2026-08-02 10:27:00,0
915,SHP0141,Rest Stop,Fuel Station,2026-08-02 12:56:00,40
916,SHP0141,Cold Storage Stop,Cold Storage Facility,2026-08-02 12:50:00,13
917,SHP0141,Checkpoint,Rest Area,2026-08-02 11:04:00,0
918,SHP0141,Arrival,Bangalore,2026-08-02 13:10:00,0
919,SHP0142,Departure,Coimbatore,2026-08-06 07:20:00,0
920,SHP0142,Rest Stop,Fuel Station,2026-08-06 07:50:00,23
921,SHP0142,Cold Storage Stop,Fuel Station,2026-08-06 07:39:00,9
922,SHP0142,Checkpoint,Fuel Station,2026-08-06 08:13:00,0
923,SHP0142,Checkpoint,City Entry,2026-08-06 07:43:00,0
924,SHP0142,Arrival,Bengaluru,2026-08-06 08:54:00,0
925,SHP0143,Departure,Bangalore,2026-08-06 09:25:00,0
926,SHP0143,Traffic Delay,Rest Area,2026-08-06 14:53:00,33
927,SHP0143,Checkpoint,City Entry,2026-08-06 12:52:00,0
928,SHP0143,Rest Stop,Fuel Station,2026-08-06 14:21:00,21
929,SHP0143,Checkpoint,Highway Checkpoint,2026-08-06 10:03:00,0
930,SHP0143,Arrival,Salem,2026-08-06 15:07:00,0
931,SHP0144,Departure,Madurai,2026-08-05 09:29:00,0
932,SHP0144,Cold Storage Stop,City Entry,2026-08-05 10:15:00,17
933,SHP0144,Cold Storage Stop,City Entry,2026-08-05 09:53:00,5
934,SHP0144,Checkpoint,Fuel Station,2026-08-05 09:57:00,0
935,SHP0144,Arrival,Kochi,2026-08-05 10:35:00,0
936,SHP0145,Departure,Bengaluru,2026-08-07 08:07:00,0
937,SHP0145,Traffic Delay,Fuel Station,2026-08-07 11:39:00,49
938,SHP0145,Cold Storage Stop,City Entry,2026-08-07 08:57:00,14
939,SHP0145,Checkpoint,Fuel Station,2026-08-07 11:05:00,0
940,SHP0145,Checkpoint,City Entry,2026-08-07 10:23:00,0
941,SHP0145,Checkpoint,Distribution Center,2026-08-07 09:56:00,0
942,SHP0145,Arrival,Mumbai,2026-08-07 12:39:00,0
943,SHP0146,Departure,Coimbatore,2026-08-07 09:37:00,0
944,SHP0146,Cold Storage Stop,City Entry,2026-08-07 10:06:00,13
945,SHP0146,Traffic Delay,City Entry,2026-08-07 09:56:00,39
946,SHP0146,Rest Stop,Highway Checkpoint,2026-08-07 10:11:00,34
947,SHP0146,Checkpoint,Rest Area,2026-08-07 11:17:00,0
948,SHP0146,Arrival,Bengaluru,2026-08-07 11:28:00,0
949,SHP0147,Departure,Bangalore,2026-08-01 05:50:00,0
950,SHP0147,Checkpoint,Fuel Station,2026-08-01 06:25:00,0
951,SHP0147,Checkpoint,Rest Area,2026-08-01 07:57:00,0
952,SHP0147,Checkpoint,Distribution Center,2026-08-01 07:59:00,0
953,SHP0147,Checkpoint,Distribution Center,2026-08-01 06:59:00,0
954,SHP0147,Route Deviation,Highway Checkpoint,2026-08-01 06:27:00,88
955,SHP0147,Checkpoint,Highway Checkpoint,2026-08-01 07:54:00,0
956,SHP0147,Arrival,Bengaluru,2026-08-01 09:16:00,0
957,SHP0148,Departure,Mumbai,2026-08-01 08:16:00,0
958,SHP0148,Checkpoint,City Entry,2026-08-01 09:45:00,0
959,SHP0148,Checkpoint,Fuel Station,2026-08-01 08:47:00,0
960,SHP0148,Cold Storage Stop,Fuel Station,2026-08-01 11:09:00,19
961,SHP0148,Checkpoint,Rest Area,2026-08-01 09:40:00,0
962,SHP0148,Checkpoint,City Entry,2026-08-01 11:22:00,0
963,SHP0148,Checkpoint,Cold Storage Facility,2026-08-01 10:37:00,0
964,SHP0148,Arrival,Madurai,2026-08-01 12:32:00,0
965,SHP0149,Departure,Pune,2026-08-01 09:30:00,0
966,SHP0149,Cold Storage Stop,Rest Area,2026-08-01 10:04:00,7
967,SHP0149,Checkpoint,City Entry,2026-08-01 09:40:00,0
968,SHP0149,Traffic Delay,Highway Checkpoint,2026-08-01 10:13:00,60
969,SHP0149,Checkpoint,City Entry,2026-08-01 10:31:00,0
970,SHP0149,Checkpoint,City Entry,2026-08-01 10:11:00,0
971,SHP0149,Checkpoint,Highway Checkpoint,2026-08-01 09:46:00,0
972,SHP0149,Arrival,Bengaluru,2026-08-01 10:49:00,0
973,SHP0150,Departure,Coimbatore,2026-08-06 08:09:00,0
974,SHP0150,Cold Storage Stop,Distribution Center,2026-08-06 08:52:00,10
975,SHP0150,Checkpoint,Highway Checkpoint,2026-08-06 10:00:00,0
976,SHP0150,Route Deviation,Cold Storage Facility,2026-08-06 12:02:00,20
977,SHP0150,Rest Stop,City Entry,2026-08-06 08:43:00,11
978,SHP0150,Arrival,Kochi,2026-08-06 12:34:00,0
979,SHP0151,Departure,Chennai,2026-08-01 07:44:00,0
980,SHP0151,Traffic Delay,Fuel Station,2026-08-01 10:13:00,56
981,SHP0151,Checkpoint,Cold Storage Facility,2026-08-01 10:18:00,0
982,SHP0151,Checkpoint,Fuel Station,2026-08-01 10:24:00,0
983,SHP0151,Arrival,Salem,2026-08-01 10:45:00,0
984,SHP0152,Departure,Chennai,2026-08-01 07:57:00,0
985,SHP0152,Cold Storage Stop,City Entry,2026-08-01 09:58:00,20
986,SHP0152,Rest Stop,Cold Storage Facility,2026-08-01 08:17:00,13
987,SHP0152,Checkpoint,City Entry,2026-08-01 10:44:00,0
988,SHP0152,Rest Stop,Fuel Station,2026-08-01 11:29:00,34
989,SHP0152,Rest Stop,Highway Checkpoint,2026-08-01 09:05:00,27
990,SHP0152,Checkpoint,City Entry,2026-08-01 11:17:00,0
991,SHP0152,Arrival,Pune,2026-08-01 12:07:00,0
992,SHP0153,Departure,Chennai,2026-08-02 07:19:00,0
993,SHP0153,Rest Stop,Rest Area,2026-08-02 08:34:00,39
994,SHP0153,Checkpoint,Fuel Station,2026-08-02 08:53:00,0
995,SHP0153,Checkpoint,Highway Checkpoint,2026-08-02 08:00:00,0
996,SHP0153,Checkpoint,Fuel Station,2026-08-02 07:56:00,0
997,SHP0153,Rest Stop,Cold Storage Facility,2026-08-02 07:34:00,14
998,SHP0153,Rest Stop,Rest Area,2026-08-02 08:33:00,35
999,SHP0153,Arrival,Madurai,2026-08-02 10:42:00,0
1000,SHP0154,Departure,Pune,2026-08-07 06:08:00,0
1001,SHP0154,Checkpoint,Highway Checkpoint,2026-08-07 07:38:00,0
1002,SHP0154,Checkpoint,Distribution Center,2026-08-07 09:18:00,0
1003,SHP0154,Traffic Delay,Rest Area,2026-08-07 06:58:00,15
1004,SHP0154,Traffic Delay,Cold Storage Facility,2026-08-07 09:07:00,19
1005,SHP0154,Cold Storage Stop,Cold Storage Facility,2026-08-07 07:25:00,6
1006,SHP0154,Checkpoint,Cold Storage Facility,2026-08-07 09:16:00,0
1007,SHP0154,Arrival,Bangalore,2026-08-07 09:41:00,0
1008,SHP0155,Departure,Pune,2026-08-05 07:46:00,0
1009,SHP0155,Route Deviation,Cold Storage Facility,2026-08-05 07:56:00,36
1010,SHP0155,Traffic Delay,Highway Checkpoint,2026-08-05 08:32:00,51
1011,SHP0155,Checkpoint,Cold Storage Facility,2026-08-05 09:43:00,0
1012,SHP0155,Checkpoint,Distribution Center,2026-08-05 08:41:00,0
1013,SHP0155,Cold Storage Stop,Rest Area,2026-08-05 09:54:00,14
1014,SHP0155,Arrival,Madurai,2026-08-05 12:19:00,0
1015,SHP0156,Departure,Bengaluru,2026-08-06 06:28:00,0
1016,SHP0156,Traffic Delay,Highway Checkpoint,2026-08-06 08:45:00,53
1017,SHP0156,Checkpoint,City Entry,2026-08-06 07:17:00,0
1018,SHP0156,Checkpoint,Highway Checkpoint,2026-08-06 08:20:00,0
1019,SHP0156,Checkpoint,City Entry,2026-08-06 07:11:00,0
1020,SHP0156,Checkpoint,Fuel Station,2026-08-06 08:52:00,0
1021,SHP0156,Checkpoint,Rest Area,2026-08-06 08:36:00,0
1022,SHP0156,Arrival,Bangalore,2026-08-06 09:16:00,0
1023,SHP0157,Departure,Salem,2026-08-06 09:55:00,0
1024,SHP0157,Checkpoint,Fuel Station,2026-08-06 10:50:00,0
1025,SHP0157,Checkpoint,Highway Checkpoint,2026-08-06 12:26:00,0
1026,SHP0157,Checkpoint,Cold Storage Facility,2026-08-06 12:42:00,0
1027,SHP0157,Checkpoint,City Entry,2026-08-06 12:41:00,0
1028,SHP0157,Arrival,Pune,2026-08-06 14:06:00,0
1029,SHP0158,Departure,Chennai,2026-08-02 06:04:00,0
1030,SHP0158,Checkpoint,Fuel Station,2026-08-02 08:00:00,0
1031,SHP0158,Rest Stop,Rest Area,2026-08-02 09:27:00,15
1032,SHP0158,Checkpoint,Highway Checkpoint,2026-08-02 07:50:00,0
1033,SHP0158,Cold Storage Stop,Distribution Center,2026-08-02 09:15:00,18
1034,SHP0158,Rest Stop,City Entry,2026-08-02 07:33:00,29
1035,SHP0158,Checkpoint,Distribution Center,2026-08-02 08:57:00,0
1036,SHP0158,Arrival,Mumbai,2026-08-02 09:43:00,0
1037,SHP0159,Departure,Mumbai,2026-08-04 06:49:00,0
1038,SHP0159,Route Deviation,Rest Area,2026-08-04 08:01:00,53
1039,SHP0159,Rest Stop,Cold Storage Facility,2026-08-04 09:46:00,36
1040,SHP0159,Rest Stop,Cold Storage Facility,2026-08-04 11:16:00,33
1041,SHP0159,Checkpoint,Fuel Station,2026-08-04 10:27:00,0
1042,SHP0159,Checkpoint,Distribution Center,2026-08-04 07:59:00,0
1043,SHP0159,Checkpoint,Highway Checkpoint,2026-08-04 10:49:00,0
1044,SHP0159,Arrival,Salem,2026-08-04 12:17:00,0
1045,SHP0160,Departure,Bengaluru,2026-08-02 06:12:00,0
1046,SHP0160,Checkpoint,Distribution Center,2026-08-02 07:04:00,0
1047,SHP0160,Cold Storage Stop,Rest Area,2026-08-02 07:16:00,10
1048,SHP0160,Rest Stop,Highway Checkpoint,2026-08-02 08:20:00,14
1049,SHP0160,Rest Stop,Cold Storage Facility,2026-08-02 08:21:00,23
1050,SHP0160,Rest Stop,Distribution Center,2026-08-02 07:27:00,27
1051,SHP0160,Arrival,Chennai,2026-08-02 08:54:00,0
1052,SHP0161,Departure,Chennai,2026-08-06 05:29:00,0
1053,SHP0161,Checkpoint,Cold Storage Facility,2026-08-06 05:55:00,0
1054,SHP0161,Route Deviation,Cold Storage Facility,2026-08-06 06:16:00,54
1055,SHP0161,Cold Storage Stop,Distribution Center,2026-08-06 06:14:00,11
1056,SHP0161,Cold Storage Stop,Distribution Center,2026-08-06 05:42:00,9
1057,SHP0161,Rest Stop,Fuel Station,2026-08-06 05:51:00,17
1058,SHP0161,Arrival,Hyderabad,2026-08-06 06:54:00,0
1059,SHP0162,Departure,Madurai,2026-08-05 07:23:00,0
1060,SHP0162,Rest Stop,Rest Area,2026-08-05 10:20:00,38
1061,SHP0162,Checkpoint,Highway Checkpoint,2026-08-05 10:03:00,0
1062,SHP0162,Route Deviation,Highway Checkpoint,2026-08-05 09:01:00,42
1063,SHP0162,Checkpoint,Cold Storage Facility,2026-08-05 09:40:00,0
1064,SHP0162,Checkpoint,Fuel Station,2026-08-05 09:38:00,0
1065,SHP0162,Checkpoint,Highway Checkpoint,2026-08-05 11:06:00,0
1066,SHP0162,Arrival,Hyderabad,2026-08-05 12:20:00,0
1067,SHP0163,Departure,Mumbai,2026-08-05 10:59:00,0
1068,SHP0163,Rest Stop,Distribution Center,2026-08-05 12:48:00,29
1069,SHP0163,Checkpoint,Cold Storage Facility,2026-08-05 12:46:00,0
1070,SHP0163,Checkpoint,Cold Storage Facility,2026-08-05 12:47:00,0
1071,SHP0163,Cold Storage Stop,Distribution Center,2026-08-05 11:47:00,9
1072,SHP0163,Arrival,Salem,2026-08-05 13:02:00,0
1073,SHP0164,Departure,Chennai,2026-08-03 07:31:00,0
1074,SHP0164,Rest Stop,Rest Area,2026-08-03 09:34:00,29
1075,SHP0164,Checkpoint,Highway Checkpoint,2026-08-03 07:41:00,0
1076,SHP0164,Cold Storage Stop,Rest Area,2026-08-03 11:39:00,7
1077,SHP0164,Arrival,Hyderabad,2026-08-03 12:19:00,0
1078,SHP0165,Departure,Coimbatore,2026-08-04 09:35:00,0
1079,SHP0165,Cold Storage Stop,City Entry,2026-08-04 11:18:00,20
1080,SHP0165,Traffic Delay,City Entry,2026-08-04 10:10:00,15
1081,SHP0165,Checkpoint,Rest Area,2026-08-04 10:05:00,0
1082,SHP0165,Arrival,Pune,2026-08-04 13:34:00,0
1083,SHP0166,Departure,Madurai,2026-08-07 07:47:00,0
1084,SHP0166,Checkpoint,Highway Checkpoint,2026-08-07 09:18:00,0
1085,SHP0166,Checkpoint,Highway Checkpoint,2026-08-07 08:24:00,0
1086,SHP0166,Checkpoint,Rest Area,2026-08-07 09:15:00,0
1087,SHP0166,Arrival,Coimbatore,2026-08-07 09:33:00,0
1088,SHP0167,Departure,Kochi,2026-08-06 08:03:00,0
1089,SHP0167,Checkpoint,Fuel Station,2026-08-06 08:27:00,0
1090,SHP0167,Cold Storage Stop,Cold Storage Facility,2026-08-06 10:05:00,17
1091,SHP0167,Checkpoint,City Entry,2026-08-06 08:17:00,0
1092,SHP0167,Arrival,Chennai,2026-08-06 10:26:00,0
1093,SHP0168,Departure,Bengaluru,2026-08-07 06:41:00,0
1094,SHP0168,Rest Stop,Distribution Center,2026-08-07 07:42:00,24
1095,SHP0168,Checkpoint,Fuel Station,2026-08-07 08:24:00,0
1096,SHP0168,Rest Stop,Highway Checkpoint,2026-08-07 09:26:00,34
1097,SHP0168,Rest Stop,City Entry,2026-08-07 07:21:00,21
1098,SHP0168,Cold Storage Stop,City Entry,2026-08-07 07:00:00,7
1099,SHP0168,Cold Storage Stop,Cold Storage Facility,2026-08-07 06:58:00,13
1100,SHP0168,Arrival,Hyderabad,2026-08-07 09:36:00,0
1101,SHP0169,Departure,Hyderabad,2026-08-02 10:26:00,0
1102,SHP0169,Checkpoint,Fuel Station,2026-08-02 10:43:00,0
1103,SHP0169,Checkpoint,City Entry,2026-08-02 14:45:00,0
1104,SHP0169,Checkpoint,Rest Area,2026-08-02 13:48:00,0
1105,SHP0169,Checkpoint,Distribution Center,2026-08-02 13:04:00,0
1106,SHP0169,Arrival,Kochi,2026-08-02 15:48:00,0
1107,SHP0170,Departure,Chennai,2026-08-07 06:41:00,0
1108,SHP0170,Checkpoint,Distribution Center,2026-08-07 07:39:00,0
1109,SHP0170,Checkpoint,Highway Checkpoint,2026-08-07 07:35:00,0
1110,SHP0170,Rest Stop,Fuel Station,2026-08-07 07:33:00,35
1111,SHP0170,Cold Storage Stop,City Entry,2026-08-07 08:37:00,8
1112,SHP0170,Checkpoint,Distribution Center,2026-08-07 08:10:00,0
1113,SHP0170,Checkpoint,Highway Checkpoint,2026-08-07 07:06:00,0
1114,SHP0170,Arrival,Pune,2026-08-07 09:09:00,0
1115,SHP0171,Departure,Bengaluru,2026-08-05 06:16:00,0
1116,SHP0171,Checkpoint,Cold Storage Facility,2026-08-05 06:46:00,0
1117,SHP0171,Checkpoint,Cold Storage Facility,2026-08-05 07:13:00,0
1118,SHP0171,Checkpoint,City Entry,2026-08-05 07:00:00,0
1119,SHP0171,Cold Storage Stop,Distribution Center,2026-08-05 08:02:00,13
1120,SHP0171,Rest Stop,Highway Checkpoint,2026-08-05 08:03:00,19
1121,SHP0171,Cold Storage Stop,Fuel Station,2026-08-05 08:35:00,7
1122,SHP0171,Arrival,Chennai,2026-08-05 09:52:00,0
1123,SHP0172,Departure,Kochi,2026-08-02 08:54:00,0
1124,SHP0172,Cold Storage Stop,Distribution Center,2026-08-02 10:20:00,9
1125,SHP0172,Cold Storage Stop,Cold Storage Facility,2026-08-02 11:22:00,15
1126,SHP0172,Checkpoint,Cold Storage Facility,2026-08-02 09:17:00,0
1127,SHP0172,Checkpoint,Highway Checkpoint,2026-08-02 11:52:00,0
1128,SHP0172,Rest Stop,Fuel Station,2026-08-02 11:26:00,19
1129,SHP0172,Checkpoint,Rest Area,2026-08-02 10:30:00,0
1130,SHP0172,Arrival,Salem,2026-08-02 12:52:00,0
1131,SHP0173,Departure,Pune,2026-08-04 06:29:00,0
1132,SHP0173,Cold Storage Stop,Rest Area,2026-08-04 07:20:00,15
1133,SHP0173,Traffic Delay,Rest Area,2026-08-04 08:36:00,45
1134,SHP0173,Checkpoint,Cold Storage Facility,2026-08-04 08:58:00,0
1135,SHP0173,Checkpoint,Cold Storage Facility,2026-08-04 08:06:00,0
1136,SHP0173,Cold Storage Stop,Highway Checkpoint,2026-08-04 06:45:00,13
1137,SHP0173,Checkpoint,City Entry,2026-08-04 07:10:00,0
1138,SHP0173,Arrival,Kochi,2026-08-04 10:03:00,0
1139,SHP0174,Departure,Mumbai,2026-08-03 08:37:00,0
1140,SHP0174,Checkpoint,Fuel Station,2026-08-03 10:08:00,0
1141,SHP0174,Checkpoint,Fuel Station,2026-08-03 09:02:00,0
1142,SHP0174,Checkpoint,Cold Storage Facility,2026-08-03 09:44:00,0
1143,SHP0174,Checkpoint,Distribution Center,2026-08-03 09:34:00,0
1144,SHP0174,Checkpoint,Cold Storage Facility,2026-08-03 10:10:00,0
1145,SHP0174,Arrival,Bengaluru,2026-08-03 10:29:00,0
1146,SHP0175,Departure,Chennai,2026-08-03 10:53:00,0
1147,SHP0175,Cold Storage Stop,Fuel Station,2026-08-03 14:03:00,17
1148,SHP0175,Route Deviation,Rest Area,2026-08-03 11:35:00,70
1149,SHP0175,Rest Stop,Highway Checkpoint,2026-08-03 11:48:00,16
1150,SHP0175,Checkpoint,Highway Checkpoint,2026-08-03 13:28:00,0
1151,SHP0175,Rest Stop,Distribution Center,2026-08-03 14:10:00,11
1152,SHP0175,Cold Storage Stop,Distribution Center,2026-08-03 13:54:00,9
1153,SHP0175,Arrival,Mumbai,2026-08-03 15:04:00,0
1154,SHP0176,Departure,Mumbai,2026-08-01 09:18:00,0
1155,SHP0176,Checkpoint,Highway Checkpoint,2026-08-01 12:36:00,0
1156,SHP0176,Checkpoint,Distribution Center,2026-08-01 12:00:00,0
1157,SHP0176,Rest Stop,Fuel Station,2026-08-01 10:14:00,21
1158,SHP0176,Checkpoint,Fuel Station,2026-08-01 12:25:00,0
1159,SHP0176,Cold Storage Stop,Highway Checkpoint,2026-08-01 12:19:00,8
1160,SHP0176,Arrival,Bengaluru,2026-08-01 12:50:00,0
1161,SHP0177,Departure,Bangalore,2026-08-07 05:21:00,0
1162,SHP0177,Checkpoint,Rest Area,2026-08-07 06:11:00,0
1163,SHP0177,Rest Stop,Highway Checkpoint,2026-08-07 07:36:00,13
1164,SHP0177,Cold Storage Stop,City Entry,2026-08-07 05:55:00,8
1165,SHP0177,Checkpoint,Fuel Station,2026-08-07 07:24:00,0
1166,SHP0177,Cold Storage Stop,Rest Area,2026-08-07 06:31:00,16
1167,SHP0177,Arrival,Pune,2026-08-07 08:42:00,0
1168,SHP0178,Departure,Madurai,2026-08-07 07:41:00,0
1169,SHP0178,Checkpoint,Cold Storage Facility,2026-08-07 09:36:00,0
1170,SHP0178,Cold Storage Stop,Cold Storage Facility,2026-08-07 10:15:00,8
1171,SHP0178,Checkpoint,Rest Area,2026-08-07 08:13:00,0
1172,SHP0178,Checkpoint,Rest Area,2026-08-07 09:10:00,0
1173,SHP0178,Arrival,Kochi,2026-08-07 11:13:00,0
1174,SHP0179,Departure,Hyderabad,2026-08-02 09:48:00,0
1175,SHP0179,Checkpoint,Fuel Station,2026-08-02 12:18:00,0
1176,SHP0179,Checkpoint,Distribution Center,2026-08-02 10:15:00,0
1177,SHP0179,Checkpoint,Distribution Center,2026-08-02 12:33:00,0
1178,SHP0179,Cold Storage Stop,City Entry,2026-08-02 12:09:00,7
1179,SHP0179,Rest Stop,Rest Area,2026-08-02 11:27:00,18
1180,SHP0179,Checkpoint,Highway Checkpoint,2026-08-02 10:42:00,0
1181,SHP0179,Arrival,Coimbatore,2026-08-02 12:51:00,0
1182,SHP0180,Departure,Chennai,2026-08-03 08:42:00,0
1183,SHP0180,Cold Storage Stop,Highway Checkpoint,2026-08-03 09:46:00,13
1184,SHP0180,Rest Stop,City Entry,2026-08-03 11:44:00,37
1185,SHP0180,Checkpoint,Highway Checkpoint,2026-08-03 10:42:00,0
1186,SHP0180,Cold Storage Stop,Rest Area,2026-08-03 08:52:00,9
1187,SHP0180,Cold Storage Stop,Rest Area,2026-08-03 10:39:00,20
1188,SHP0180,Checkpoint,Distribution Center,2026-08-03 10:07:00,0
1189,SHP0180,Arrival,Bengaluru,2026-08-03 12:25:00,0
1190,SHP0181,Departure,Coimbatore,2026-08-03 10:31:00,0
1191,SHP0181,Checkpoint,Cold Storage Facility,2026-08-03 12:44:00,0
