shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,shipment_status,product_name,product_type,min_temperature_c,max_temperature_c,quantity,expiry_date,vehicle_type,capacity_kg,total_raw_sensor_records,available_temperature_records,missing_temperature_records,offline_observations,raw_average_temperature,raw_min_temperature,raw_max_temperature,minimum_battery_level,minimum_signal_strength,sensor_reliability,total_sensor_records,excursion_records,total_excursion_minutes,temperature_status,sensors_used,valid_calibration_sensors,invalid_calibration_sensors,maximum_calibration_error,average_calibration_error,calibration_status,total_handovers,signed_handovers,missing_handover_signatures,custody_locations,custody_evidence_quality,custody_status,total_route_events,traffic_delay_events,traffic_delay_minutes,route_deviation_events,route_deviation_minutes,total_route_event_minutes,route_reliability,route_status,overall_compliance,compliance_reason,audit_conclusion,evidence_completeness,evidence_completeness_percent
SHP0114,B0114,V042,Madurai,Mumbai,2026-08-07 08:06:00,2026-08-07 13:11:00,Completed,Fresh Milk,Chilled,2.0,8.0,141,2026-08-16,Refrigerated Truck,2000.0,62,62,0,0,5.024838709677419,3.73,5.96,70.14,70,Reliable,62,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,3,3,0,Salem Hub -> Bangalore DC -> Bangalore DC,Complete,Complete,5,0,0,0,0,46,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0115,B0115,V019,Bengaluru,Hyderabad,2026-08-02 06:28:00,2026-08-02 08:05:00,Completed,Fresh Cream,Chilled,2.0,8.0,171,2026-08-26,Refrigerated Truck,1500.0,20,20,0,0,4.927,3.73,5.48,70.31,72,Review,20,0,0.0,Compliant,1,0,1,0.335,0.335,Review,4,4,0,Hyderabad DC -> Madurai Store -> Pune DC -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,48,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0116,B0116,V018,Chennai,Kochi,2026-08-05 05:20:00,2026-08-05 08:33:00,Completed,Fresh Milk,Chilled,2.0,8.0,222,2026-08-12,Refrigerated Truck,1500.0,39,39,0,0,4.8933333333333335,4.16,6.1,70.18,70,Review,39,0,0.0,Compliant,1,0,1,1.121,1.121,Review,4,3,1,Kochi Hub -> Salem Hub -> Salem Hub -> Bangalore DC,Incomplete,Review,6,2,59,0,0,69,Moderate,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0117,B0117,V086,Bangalore,Madurai,2026-08-02 06:56:00,2026-08-02 11:08:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,45,2026-08-23,Refrigerated Van,1200.0,51,51,0,0,-20.982156862745097,-22.05,-19.77,70.63,70,Reliable,51,0,0.0,Compliant,1,1,0,0.317,0.317,Valid,4,3,1,Pune DC -> Pune DC -> Pune DC -> Kochi Hub,Incomplete,Review,6,1,43,0,0,77,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0118,B0118,V051,Coimbatore,Bangalore,2026-08-07 09:57:00,2026-08-07 11:44:00,Completed,Fresh Paneer,Chilled,2.0,8.0,137,2026-08-23,Refrigerated Truck,3000.0,22,22,0,0,4.96,4.46,5.64,70.64,71,Reliable,22,0,0.0,Compliant,1,1,0,0.209,0.209,Valid,4,4,0,Kochi Hub -> Salem Hub -> Kochi Hub -> Madurai Store,Complete,Complete,5,0,0,0,0,10,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0119,B0119,V052,Madurai,Bengaluru,2026-08-01 09:57:00,2026-08-01 15:04:00,Completed,Yogurt,Chilled,2.0,8.0,117,2026-08-23,Refrigerated Truck,1500.0,62,62,0,0,5.03483870967742,4.12,5.7,70.32,70,Reliable,62,0,0.0,Compliant,1,1,0,0.171,0.171,Valid,3,3,0,Madurai Store -> Coimbatore Hub -> Coimbatore Hub,Complete,Complete,6,0,0,0,0,31,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0120,B0120,V039,Chennai,Salem,2026-08-06 10:10:00,2026-08-06 14:52:00,Completed,Yogurt,Chilled,2.0,8.0,69,2026-08-24,Refrigerated Truck,2000.0,57,56,1,0,5.019821428571428,4.11,6.25,70.29,70,Partial,57,0,0.0,Compliant,1,1,0,0.216,0.216,Valid,2,2,0,Coimbatore Hub -> Hyderabad DC,Complete,Complete,7,0,0,0,0,84,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0121,B0121,V081,Coimbatore,Chennai,2026-08-03 05:21:00,2026-08-03 08:06:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,245,2026-08-05,Refrigerated Van,500.0,34,34,0,0,-20.956176470588236,-21.84,-20.04,70.42,70,Reliable,34,0,0.0,Compliant,1,1,0,0.343,0.343,Valid,2,2,0,Chennai Warehouse -> Salem Hub,Complete,Complete,5,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0122,B0122,V035,Hyderabad,Salem,2026-08-05 10:35:00,2026-08-05 16:11:00,Completed,Yogurt,Chilled,2.0,8.0,66,2026-08-13,Refrigerated Van,750.0,68,68,0,0,5.004705882352941,4.27,6.02,70.09,72,Reliable,68,0,0.0,Compliant,1,1,0,0.234,0.234,Valid,4,3,1,Hyderabad DC -> Salem Hub -> Coimbatore Hub -> Pune DC,Incomplete,Review,8,2,37,0,0,55,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0123,B0123,V064,Kochi,Hyderabad,2026-08-04 05:03:00,2026-08-04 09:24:00,Completed,Cheese,Chilled,2.0,8.0,109,2026-08-10,Refrigerated Truck,2500.0,53,53,0,0,5.023018867924528,4.17,6.17,70.58,70,Review,53,0,0.0,Compliant,1,0,1,0.313,0.313,Review,4,3,1,Salem Hub -> Bangalore DC -> Chennai Warehouse -> Kochi Hub,Incomplete,Review,5,0,0,1,37,53,Low,Deviation,Non-Compliant,Calibration issue; Missing custody signature; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0124,B0124,V095,Bengaluru,Mumbai,2026-08-02 08:09:00,2026-08-02 09:36:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,207,2026-08-20,Refrigerated Van,750.0,18,18,0,0,-21.136666666666667,-21.78,-20.28,70.37,70,Reliable,18,0,0.0,Compliant,1,1,0,0.261,0.261,Valid,2,2,0,Kochi Hub -> Hyderabad DC,Complete,Complete,5,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0125,B0125,V086,Madurai,Chennai,2026-08-03 08:05:00,2026-08-03 11:35:00,Completed,Yogurt,Chilled,2.0,8.0,151,2026-08-30,Refrigerated Van,1200.0,43,43,0,0,5.024883720930233,4.26,6.17,70.43,70,Reliable,43,0,0.0,Compliant,1,1,0,0.317,0.317,Valid,4,4,0,Kochi Hub -> Hyderabad DC -> Pune DC -> Salem Hub,Complete,Complete,8,1,44,0,0,68,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0126,B0126,V082,Bengaluru,Pune,2026-08-01 06:06:00,2026-08-01 07:19:00,Completed,Fresh Paneer,Chilled,2.0,8.0,193,2026-08-29,Refrigerated Truck,1500.0,15,15,0,0,5.149333333333333,4.44,5.83,71.32,76,Reliable,15,0,0.0,Compliant,1,1,0,0.251,0.251,Valid,2,2,0,Bangalore DC -> Kochi Hub,Complete,Complete,6,0,0,1,17,72,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0127,B0127,V018,Hyderabad,Coimbatore,2026-08-02 10:18:00,2026-08-02 11:59:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,58,2026-08-08,Refrigerated Truck,1500.0,21,21,0,0,-21.071428571428573,-21.65,-20.19,72.59,71,Review,21,0,0.0,Compliant,1,0,1,1.121,1.121,Review,2,2,0,Kochi Hub -> Pune DC,Complete,Complete,7,0,0,1,45,99,Low,Deviation,Review,Calibration issue; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0128,B0128,V098,Pune,Bangalore,2026-08-02 07:50:00,2026-08-02 12:13:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,207,2026-08-06,Refrigerated Truck,3000.0,53,53,0,0,-20.978490566037735,-21.6,-19.96,70.32,70,Reliable,53,0,0.0,Compliant,1,1,0,0.27,0.27,Valid,2,2,0,Bangalore DC -> Madurai Store,Complete,Complete,6,0,0,1,75,75,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0129,B0129,V081,Pune,Kochi,2026-08-04 05:41:00,2026-08-04 11:19:00,Completed,Fresh Milk,Chilled,2.0,8.0,155,2026-08-21,Refrigerated Van,500.0,68,67,1,0,4.931343283582089,4.1,6.03,70.17,70,Partial,68,0,0.0,Compliant,1,1,0,0.343,0.343,Valid,3,3,0,Bangalore DC -> Madurai Store -> Salem Hub,Complete,Complete,7,1,57,0,0,57,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0130,B0130,V019,Salem,Coimbatore,2026-08-01 07:56:00,2026-08-01 12:11:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,208,2026-08-25,Refrigerated Truck,1500.0,52,52,0,0,-21.103076923076923,-21.87,-20.46,71.2,71,Review,52,0,0.0,Compliant,1,0,1,0.335,0.335,Review,3,3,0,Kochi Hub -> Chennai Warehouse -> Madurai Store,Complete,Complete,7,0,0,0,0,63,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0131,B0131,V065,Madurai,Coimbatore,2026-08-04 08:02:00,2026-08-04 11:16:00,Completed,Fresh Cream,Chilled,2.0,8.0,215,2026-08-30,Refrigerated Van,500.0,39,39,0,0,4.996666666666667,4.21,5.71,70.1,71,Reliable,39,0,0.0,Compliant,1,1,0,0.312,0.312,Valid,4,4,0,Chennai Warehouse -> Bangalore DC -> Chennai Warehouse -> Coimbatore Hub,Complete,Complete,8,0,0,1,51,105,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0132,B0132,V041,Pune,Kochi,2026-08-05 06:53:00,2026-08-05 10:10:00,Completed,Fresh Milk,Chilled,2.0,8.0,139,2026-08-19,Refrigerated Truck,2000.0,40,40,0,0,4.99425,3.99,5.83,70.1,73,Reliable,40,0,0.0,Compliant,1,1,0,0.373,0.373,Valid,3,2,1,Salem Hub -> Kochi Hub -> Chennai Warehouse,Incomplete,Review,8,0,0,1,57,62,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0133,B0133,V049,Bengaluru,Chennai,2026-08-04 06:48:00,2026-08-04 08:37:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,187,2026-08-23,Refrigerated Van,1200.0,22,22,0,0,-21.039545454545454,-21.6,-20.0,70.61,72,Reliable,22,0,0.0,Compliant,1,1,0,0.154,0.154,Valid,4,4,0,Kochi Hub -> Bangalore DC -> Pune DC -> Coimbatore Hub,Complete,Complete,5,0,0,1,33,39,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0134,B0134,V070,Bangalore,Madurai,2026-08-02 09:26:00,2026-08-02 12:22:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,257,2026-08-26,Refrigerated Van,1000.0,36,36,0,0,-20.399166666666666,-21.67,-15.1,70.52,71,Reliable,36,4,20.0,Critical,1,1,0,0.064,0.064,Valid,2,0,2,Madurai Store -> Hyderabad DC,Incomplete,Review,7,1,24,0,0,24,Moderate,Delayed,Non-Compliant,Temperature: Critical; Missing custody signature; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0135,B0135,V075,Mumbai,Chennai,2026-08-01 08:52:00,2026-08-01 14:19:00,Completed,Cheese,Chilled,2.0,8.0,79,2026-08-08,Refrigerated Van,750.0,66,66,0,0,5.016363636363637,3.9,5.83,70.48,70,Reliable,66,0,0.0,Compliant,1,1,0,0.368,0.368,Valid,4,4,0,Bangalore DC -> Salem Hub -> Pune DC -> Salem Hub,Complete,Complete,7,0,0,0,0,47,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0136,B0136,V090,Salem,Mumbai,2026-08-04 10:55:00,2026-08-04 15:58:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,175,2026-08-19,Refrigerated Truck,3000.0,61,61,0,0,-21.02229508196721,-22.13,-19.87,70.25,70,Review,61,0,0.0,Compliant,1,0,1,0.953,0.953,Review,2,2,0,Pune DC -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,6,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0137,B0137,V057,Bengaluru,Hyderabad,2026-08-01 08:19:00,2026-08-01 09:59:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,140,2026-08-21,Refrigerated Van,1000.0,21,21,0,0,-19.70952380952381,-21.83,-5.86,70.96,71,Reliable,21,4,20.0,Critical,1,1,0,0.238,0.238,Valid,4,3,1,Hyderabad DC -> Madurai Store -> Hyderabad DC -> Coimbatore Hub,Incomplete,Review,5,0,0,0,0,45,High,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0138,B0138,V058,Salem,Chennai,2026-08-06 09:36:00,2026-08-06 15:00:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,252,2026-08-15,Refrigerated Van,500.0,65,65,0,0,-21.051846153846153,-21.88,-20.16,70.94,70,Reliable,65,0,0.0,Compliant,1,1,0,0.055,0.055,Valid,3,3,0,Hyderabad DC -> Bangalore DC -> Pune DC,Complete,Complete,7,1,50,0,0,50,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0139,B0139,V035,Bengaluru,Coimbatore,2026-08-01 05:48:00,2026-08-01 10:37:00,Completed,Fresh Cream,Chilled,2.0,8.0,99,2026-08-17,Refrigerated Van,750.0,58,58,0,0,4.9287931034482755,4.0,6.24,70.07,70,Reliable,58,0,0.0,Compliant,1,1,0,0.234,0.234,Valid,3,3,0,Pune DC -> Pune DC -> Kochi Hub,Complete,Complete,5,0,0,0,0,20,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0140,B0140,V023,Coimbatore,Hyderabad,2026-08-05 06:08:00,2026-08-05 07:29:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,228,2026-08-12,Refrigerated Van,750.0,17,17,0,0,-21.11470588235294,-21.89,-19.83,73.11,70,Review,17,0,0.0,Compliant,1,0,1,0.875,0.875,Review,2,2,0,Chennai Warehouse -> Bangalore DC,Complete,Complete,7,0,0,0,0,114,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0141,B0141,V097,Salem,Bangalore,2026-08-02 10:27:00,2026-08-02 13:10:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,131,2026-08-18,Refrigerated Truck,2000.0,33,33,0,0,-21.176363636363636,-21.96,-20.33,71.47,70,Reliable,33,0,0.0,Compliant,1,1,0,0.201,0.201,Valid,4,4,0,Hyderabad DC -> Hyderabad DC -> Madurai Store -> Hyderabad DC,Complete,Complete,5,0,0,0,0,53,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0142,B0142,V020,Coimbatore,Bengaluru,2026-08-06 07:20:00,2026-08-06 08:54:00,Completed,Yogurt,Chilled,2.0,8.0,205,2026-08-07,Refrigerated Truck,1500.0,19,19,0,0,4.941052631578947,3.84,5.67,71.56,71,Review,19,0,0.0,Compliant,1,0,1,0.703,0.703,Review,2,2,0,Pune DC -> Bangalore DC,Complete,Complete,6,0,0,0,0,32,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0143,B0143,V049,Bangalore,Salem,2026-08-06 09:25:00,2026-08-06 15:07:00,Completed,Fresh Cream,Chilled,2.0,8.0,203,2026-08-05,Refrigerated Van,1200.0,69,69,0,0,5.055942028985507,4.07,5.89,70.04,70,Reliable,69,0,0.0,Compliant,1,1,0,0.107,0.107,Valid,4,4,0,Salem Hub -> Coimbatore Hub -> Chennai Warehouse -> Kochi Hub,Complete,Complete,6,1,33,0,0,54,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0144,B0144,V001,Madurai,Kochi,2026-08-05 09:29:00,2026-08-05 10:35:00,Completed,Fresh Paneer,Chilled,2.0,8.0,117,2026-08-07,Refrigerated Van,500.0,14,14,0,0,5.047142857142857,4.51,5.64,71.89,70,Reliable,14,0,0.0,Compliant,1,1,0,0.359,0.359,Valid,3,3,0,Salem Hub -> Coimbatore Hub -> Chennai Warehouse,Complete,Complete,5,0,0,0,0,22,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0145,B0145,V061,Bengaluru,Mumbai,2026-08-07 08:07:00,2026-08-07 12:39:00,Completed,Fresh Milk,Chilled,2.0,8.0,128,2026-08-24,Refrigerated Van,500.0,55,55,0,0,4.9274545454545455,0.23,6.0,70.49,70,Reliable,55,1,5.0,Warning,1,1,0,0.215,0.215,Valid,3,3,0,Kochi Hub -> Bangalore DC -> Bangalore DC,Complete,Complete,7,1,49,0,0,63,Moderate,Delayed,Review,Temperature: Warning; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0146,B0146,V093,Coimbatore,Bengaluru,2026-08-07 09:37:00,2026-08-07 11:28:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,190,2026-08-11,Refrigerated Truck,2500.0,23,23,0,0,-20.808260869565217,-21.6,-19.94,70.23,72,Reliable,23,0,0.0,Compliant,1,1,0,0.15,0.15,Valid,4,3,1,Coimbatore Hub -> Hyderabad DC -> Kochi Hub -> Kochi Hub,Incomplete,Review,6,1,39,0,0,86,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0147,B0147,V039,Bangalore,Bengaluru,2026-08-01 05:50:00,2026-08-01 09:16:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,125,2026-08-06,Refrigerated Truck,2000.0,42,42,0,0,-21.03309523809524,-21.62,-20.06,70.82,71,Reliable,42,0,0.0,Compliant,1,1,0,0.153,0.153,Valid,3,3,0,Salem Hub -> Hyderabad DC -> Coimbatore Hub,Complete,Complete,8,0,0,1,88,88,Low,Deviation,Review,Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0148,B0148,V018,Mumbai,Madurai,2026-08-01 08:16:00,2026-08-01 12:32:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,130,2026-08-30,Refrigerated Truck,1500.0,52,52,0,0,-21.003653846153846,-21.63,-20.24,70.08,70,Reliable,52,0,0.0,Compliant,1,1,0,0.116,0.116,Valid,3,3,0,Hyderabad DC -> Madurai Store -> Hyderabad DC,Complete,Complete,8,0,0,0,0,19,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0149,B0149,V020,Pune,Bengaluru,2026-08-01 09:30:00,2026-08-01 10:49:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,95,2026-08-29,Refrigerated Truck,1500.0,16,16,0,0,-21.029375,-21.69,-20.22,74.25,70,Review,16,0,0.0,Compliant,1,0,1,0.703,0.703,Review,4,4,0,Pune DC -> Salem Hub -> Hyderabad DC -> Salem Hub,Complete,Complete,8,1,60,0,0,67,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0150,B0150,V005,Coimbatore,Kochi,2026-08-06 08:09:00,2026-08-06 12:34:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,94,2026-08-08,Refrigerated Truck,1500.0,54,53,1,0,-20.714905660377358,-22.09,-15.37,71.04,70,Partial,54,4,20.0,Critical,1,1,0,0.115,0.115,Valid,4,4,0,Madurai Store -> Kochi Hub -> Pune DC -> Pune DC,Complete,Complete,6,0,0,1,20,41,Low,Deviation,Non-Compliant,Temperature: Critical; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0151,B0151,V054,Chennai,Salem,2026-08-01 07:44:00,2026-08-01 10:45:00,Completed,Yogurt,Chilled,2.0,8.0,76,2026-08-25,Refrigerated Truck,1500.0,37,36,1,0,5.031944444444444,4.12,6.06,70.09,70,Partial,37,0,0.0,Compliant,1,1,0,0.325,0.325,Valid,3,3,0,Madurai Store -> Bangalore DC -> Hyderabad DC,Complete,Complete,5,1,56,0,0,56,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0152,B0152,V090,Chennai,Pune,2026-08-01 07:57:00,2026-08-01 12:07:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,27,2026-08-15,Refrigerated Truck,3000.0,51,51,0,0,-20.538823529411765,-21.78,-15.04,70.47,70,Review,51,4,20.0,Critical,1,0,1,0.953,0.953,Review,3,3,0,Hyderabad DC -> Chennai Warehouse -> Kochi Hub,Complete,Complete,8,0,0,0,0,94,High,Normal,Non-Compliant,Temperature: Critical; Calibration issue,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0153,B0153,V057,Chennai,Madurai,2026-08-02 07:19:00,2026-08-02 10:42:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,185,2026-08-04,Refrigerated Van,1000.0,41,41,0,0,-21.033170731707315,-21.92,-19.89,70.69,70,Reliable,41,0,0.0,Compliant,1,1,0,0.238,0.238,Valid,2,2,0,Pune DC -> Coimbatore Hub,Complete,Complete,8,0,0,0,0,88,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0154,B0154,V098,Pune,Bangalore,2026-08-07 06:08:00,2026-08-07 09:41:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,46,2026-08-08,Refrigerated Truck,3000.0,43,43,0,0,-20.98674418604651,-21.78,-20.18,70.2,70,Review,43,0,0.0,Compliant,1,0,1,0.281,0.281,Review,3,3,0,Bangalore DC -> Chennai Warehouse -> Pune DC,Complete,Complete,8,2,34,0,0,40,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0155,B0155,V079,Pune,Madurai,2026-08-05 07:46:00,2026-08-05 12:19:00,Completed,Fresh Cream,Chilled,2.0,8.0,78,2026-08-27,Refrigerated Van,500.0,55,55,0,0,4.856727272727273,3.95,5.6,71.48,70,Reliable,55,0,0.0,Compliant,1,1,0,0.071,0.071,Valid,2,1,1,Kochi Hub -> Chennai Warehouse,Incomplete,Review,7,1,51,1,36,101,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0156,B0156,V032,Bengaluru,Bangalore,2026-08-06 06:28:00,2026-08-06 09:16:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,249,2026-08-28,Refrigerated Van,1200.0,34,34,0,0,-21.00294117647059,-21.95,-20.0,70.42,71,Reliable,34,0,0.0,Compliant,1,1,0,0.252,0.252,Valid,3,2,1,Chennai Warehouse -> Madurai Store -> Bangalore DC,Incomplete,Review,8,1,53,0,0,53,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0157,B0157,V065,Salem,Pune,2026-08-06 09:55:00,2026-08-06 14:06:00,Completed,Fresh Cream,Chilled,2.0,8.0,75,2026-08-18,Refrigerated Van,500.0,51,51,0,0,5.311372549019608,-4.01,11.68,70.44,71,Reliable,51,5,25.0,Critical,1,1,0,0.21,0.21,Valid,3,3,0,Pune DC -> Pune DC -> Hyderabad DC,Complete,Complete,6,0,0,0,0,0,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0158,B0158,V088,Chennai,Mumbai,2026-08-02 06:04:00,2026-08-02 09:43:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,42,2026-08-27,Refrigerated Van,500.0,44,44,0,0,-20.958636363636362,-21.74,-20.14,71.15,70,Reliable,44,0,0.0,Compliant,1,1,0,0.384,0.384,Valid,2,2,0,Coimbatore Hub -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,62,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0159,B0159,V098,Mumbai,Salem,2026-08-04 06:49:00,2026-08-04 12:17:00,Completed,Cheese,Chilled,2.0,8.0,35,2026-08-05,Refrigerated Truck,3000.0,66,66,0,0,5.343484848484849,4.05,11.67,70.2,70,Review,66,4,20.0,Critical,1,0,1,0.281,0.281,Review,3,3,0,Madurai Store -> Salem Hub -> Madurai Store,Complete,Complete,8,0,0,1,53,122,Low,Deviation,Non-Compliant,Temperature: Critical; Calibration issue; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0160,B0160,V035,Bengaluru,Chennai,2026-08-02 06:12:00,2026-08-02 08:54:00,Completed,Cheese,Chilled,2.0,8.0,238,2026-08-25,Refrigerated Van,750.0,33,33,0,0,5.626666666666667,3.92,11.81,70.19,71,Reliable,33,4,20.0,Critical,1,1,0,0.234,0.234,Valid,3,3,0,Coimbatore Hub -> Pune DC -> Chennai Warehouse,Complete,Complete,7,0,0,0,0,74,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0161,B0161,V056,Chennai,Hyderabad,2026-08-06 05:29:00,2026-08-06 06:54:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,247,2026-08-06,Refrigerated Van,1200.0,18,18,0,4,-21.005,-21.89,-20.42,72.61,0,Partial,18,0,0.0,Compliant,1,1,0,0.235,0.235,Valid,3,2,1,Hyderabad DC -> Kochi Hub -> Salem Hub,Incomplete,Review,7,0,0,1,54,91,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0162,B0162,V064,Madurai,Hyderabad,2026-08-05 07:23:00,2026-08-05 12:20:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,95,2026-08-06,Refrigerated Truck,2500.0,60,60,0,0,-21.003333333333334,-22.0,-19.83,70.88,70,Review,60,0,0.0,Compliant,1,0,1,0.313,0.313,Review,2,2,0,Salem Hub -> Bangalore DC,Complete,Complete,8,0,0,1,42,80,Low,Deviation,Review,Calibration issue; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0163,B0163,V091,Mumbai,Salem,2026-08-05 10:59:00,2026-08-05 13:02:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,300,2026-08-26,Refrigerated Truck,1500.0,25,25,0,0,-20.918,-21.47,-20.37,70.52,71,Reliable,25,0,0.0,Compliant,1,1,0,0.387,0.387,Valid,2,1,1,Salem Hub -> Coimbatore Hub,Incomplete,Review,6,0,0,0,0,38,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
