shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,status,total_sensor_records,excursion_records,total_excursion_minutes,max_temperature,min_temperature,average_temperature,review_records,recovered_records,temperature_status,sensors_used,invalid_calibration_sensors,max_calibration_error,calibration_status,total_handovers,missing_signatures,custody_status,traffic_delays,route_deviations,total_delay_minutes,route_status,overall_compliance,compliance_reason,dispatcher_override,override_reason
SHP0094,B0094,V040,Mumbai,Kochi,2026-08-06 06:31:00,2026-08-06 07:50:00,Completed,16,0,0.0,5.667627810330533,4.236799145150677,5.051633018521681,0,0,Compliant,1,0,0.369,Valid,2,0,Complete,1,0,111,Delayed,Compliant,Traffic delay,No,
SHP0095,B0095,V010,Bangalore,Chennai,2026-08-03 06:38:00,2026-08-03 09:30:00,Completed,35,0,0.0,5.742201325917705,4.355373056358869,5.029930711213619,0,0,Compliant,1,0,0.291,Valid,3,0,Complete,0,0,93,Normal,Compliant,All compliance checks passed,No,
SHP0096,B0096,V026,Chennai,Mumbai,2026-08-02 08:00:00,2026-08-02 11:49:00,Completed,46,0,0.0,-19.739177306195167,-21.956121746987776,-20.91942341849184,0,0,Compliant,1,0,0.07,Valid,4,0,Complete,0,0,37,Normal,Compliant,All compliance checks passed,No,
SHP0097,B0097,V095,Bengaluru,Hyderabad,2026-08-06 06:21:00,2026-08-06 08:51:00,Completed,31,0,0.0,5.657351262321813,3.9182433473588896,4.817088907721023,0,0,Compliant,1,0,0.261,Valid,4,1,Review,1,0,85,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0098,B0098,V026,Madurai,Chennai,2026-08-06 05:09:00,2026-08-06 11:09:00,Completed,73,0,0.0,-19.87413822221098,-22.13563146379417,-21.012464122415043,73,0,Compliant,1,1,0.909,Review,3,0,Complete,0,0,7,Normal,Review,Calibration issue,No,
SHP0099,B0099,V042,Coimbatore,Bangalore,2026-08-03 09:55:00,2026-08-03 14:01:00,Completed,50,0,0.0,5.719490007340525,4.243995931526823,5.0521548096144775,0,0,Compliant,1,0,0.15,Valid,4,0,Complete,1,0,44,Delayed,Compliant,Traffic delay,No,
SHP0100,B0100,V051,Bangalore,Madurai,2026-08-04 10:42:00,2026-08-04 15:04:00,Completed,53,0,0.0,-20.060369685319696,-22.052292054731627,-21.07348434367261,0,0,Compliant,1,0,0.209,Valid,2,0,Complete,0,0,72,Normal,Compliant,All compliance checks passed,No,
SHP0101,B0101,V040,Bengaluru,Bangalore,2026-08-02 07:19:00,2026-08-02 11:04:00,Completed,46,1,5.0,-7.130306377240858,-22.2030529358775,-20.81573082790177,2,0,Warning,1,0,0.369,Valid,3,0,Complete,0,0,19,Normal,Review,Temperature: Warning,No,
SHP0102,B0102,V062,Coimbatore,Salem,2026-08-05 10:31:00,2026-08-05 14:13:00,Completed,45,0,0.0,-20.12151074313888,-21.80871945598478,-21.021521980813727,0,0,Compliant,1,0,0.386,Valid,3,0,Complete,0,0,29,Normal,Compliant,All compliance checks passed,No,
SHP0103,B0103,V085,Coimbatore,Mumbai,2026-08-01 10:56:00,2026-08-01 14:58:00,Completed,49,0,0.0,5.679774393203484,4.301717026856139,4.950439673137176,0,0,Compliant,1,0,0.391,Valid,4,0,Complete,0,0,23,Normal,Compliant,All compliance checks passed,No,
SHP0104,B0104,V040,Hyderabad,Bengaluru,2026-08-05 06:24:00,2026-08-05 10:01:00,Completed,44,4,20.0,-15.011606098769612,-21.948663744343555,-20.59098457852292,1,0,Critical,1,0,0.369,Valid,2,0,Complete,0,0,0,Normal,Non-Compliant,Temperature: Critical,No,
SHP0105,B0105,V005,Kochi,Coimbatore,2026-08-04 06:46:00,2026-08-04 07:46:00,Completed,13,1,5.0,14.663919538701643,4.725488345697967,5.7605032642471095,2,0,Warning,1,0,0.115,Valid,2,0,Complete,1,0,69,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0106,B0106,V002,Bengaluru,Salem,2026-08-04 09:02:00,2026-08-04 11:35:00,Completed,31,4,20.0,11.005069090219989,4.000775593002825,5.63955044298173,2,1,Critical,1,0,0.126,Valid,3,1,Review,1,0,10,Delayed,Non-Compliant,Temperature: Critical; Missing custody signature; Traffic delay,No,
SHP0107,B0107,V047,Bengaluru,Madurai,2026-08-05 09:14:00,2026-08-05 15:03:00,Completed,70,4,20.0,-15.127752229555083,-21.892187207649783,-20.72625226865189,70,0,Critical,1,1,0.739,Review,3,0,Complete,0,0,33,Normal,Non-Compliant,Temperature: Critical; Calibration issue,No,
SHP0108,B0108,V079,Bangalore,Pune,2026-08-07 06:21:00,2026-08-07 08:00:00,Completed,20,0,0.0,-20.329049164877805,-21.86787096709028,-21.079684337021632,0,0,Compliant,1,0,0.158,Valid,2,0,Complete,1,0,46,Delayed,Compliant,Traffic delay,No,
SHP0109,B0109,V004,Hyderabad,Madurai,2026-08-05 07:10:00,2026-08-05 08:55:00,Completed,22,0,0.0,5.830026015739417,4.444852579817679,5.061477812377533,0,0,Compliant,1,0,0.104,Valid,3,0,Complete,0,0,30,Normal,Compliant,All compliance checks passed,No,
SHP0110,B0110,V063,Madurai,Pune,2026-08-05 05:16:00,2026-08-05 08:03:00,Completed,34,0,0.0,-20.221921970289227,-21.7284344277178,-20.97132527361289,0,0,Compliant,1,0,0.258,Valid,4,0,Complete,1,0,63,Delayed,Compliant,Traffic delay,No,
SHP0111,B0111,V065,Hyderabad,Bangalore,2026-08-02 07:16:00,2026-08-02 09:11:00,Completed,24,0,0.0,-20.27178243682328,-21.868628561904178,-21.022793068570547,0,0,Compliant,1,0,0.312,Valid,3,0,Complete,0,0,56,Normal,Compliant,All compliance checks passed,No,
SHP0112,B0112,V011,Chennai,Salem,2026-08-01 08:46:00,2026-08-01 13:20:00,Completed,55,0,0.0,5.690490618254253,3.834297604073224,4.9824877360393565,0,1,Compliant,1,0,0.318,Valid,3,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0113,B0113,V083,Coimbatore,Salem,2026-08-05 08:56:00,2026-08-05 13:09:00,Completed,51,0,0.0,5.861971470953257,4.3474659558331705,5.02051360154436,0,0,Compliant,1,0,0.331,Valid,4,0,Complete,0,1,59,Deviation,Review,Route deviation,No,
SHP0114,B0114,V042,Madurai,Mumbai,2026-08-07 08:06:00,2026-08-07 13:11:00,Completed,62,0,0.0,5.955348797148176,3.731829705648778,5.025029186023894,0,0,Compliant,1,0,0.15,Valid,3,0,Complete,0,0,46,Normal,Compliant,All compliance checks passed,No,
SHP0115,B0115,V019,Bengaluru,Hyderabad,2026-08-02 06:28:00,2026-08-02 08:05:00,Completed,20,0,0.0,5.480980499193229,3.7293184747216,4.926922261949836,20,0,Compliant,1,1,0.335,Review,4,0,Complete,0,0,48,Normal,Review,Calibration issue,No,
SHP0116,B0116,V018,Chennai,Kochi,2026-08-05 05:20:00,2026-08-05 08:33:00,Completed,39,0,0.0,6.102087097487961,4.163878840458738,4.89433768835416,39,0,Compliant,1,1,1.121,Review,4,1,Review,2,0,69,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,No,
SHP0117,B0117,V086,Bangalore,Madurai,2026-08-02 06:56:00,2026-08-02 11:08:00,Completed,51,0,0.0,-19.7692558519278,-22.049926822549644,-20.9826918224192,0,0,Compliant,1,0,0.317,Valid,4,1,Review,1,0,77,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0118,B0118,V051,Coimbatore,Bangalore,2026-08-07 09:57:00,2026-08-07 11:44:00,Completed,22,0,0.0,5.643808266310389,4.463971171550426,4.9610865873960215,0,0,Compliant,1,0,0.209,Valid,4,0,Complete,0,0,10,Normal,Compliant,All compliance checks passed,No,
SHP0119,B0119,V052,Madurai,Bengaluru,2026-08-01 09:57:00,2026-08-01 15:04:00,Completed,62,0,0.0,5.699254827648334,4.123498459533888,5.035064859631557,0,0,Compliant,1,0,0.171,Valid,3,0,Complete,0,0,31,Normal,Compliant,All compliance checks passed,No,
SHP0120,B0120,V039,Chennai,Salem,2026-08-06 10:10:00,2026-08-06 14:52:00,Completed,57,0,0.0,6.245164080417537,4.111831596425949,5.012131271102629,0,1,Compliant,1,0,0.216,Valid,2,0,Complete,0,0,84,Normal,Compliant,All compliance checks passed,No,
SHP0121,B0121,V081,Coimbatore,Chennai,2026-08-03 05:21:00,2026-08-03 08:06:00,Completed,34,0,0.0,-20.04225523976702,-21.841899802287607,-20.956893077357787,0,0,Compliant,1,0,0.343,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0122,B0122,V035,Hyderabad,Salem,2026-08-05 10:35:00,2026-08-05 16:11:00,Completed,68,0,0.0,6.015752649113145,4.271695888879194,5.005325416443401,0,0,Compliant,1,0,0.234,Valid,4,1,Review,2,0,55,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0123,B0123,V064,Kochi,Hyderabad,2026-08-04 05:03:00,2026-08-04 09:24:00,Completed,53,0,0.0,6.167269422024037,4.170143984981452,5.022463981772772,53,0,Compliant,1,1,0.313,Review,4,1,Review,0,1,53,Deviation,Non-Compliant,Calibration issue; Missing custody signature; Route deviation,No,
SHP0124,B0124,V095,Bengaluru,Mumbai,2026-08-02 08:09:00,2026-08-02 09:36:00,Completed,18,0,0.0,-20.279427960293404,-21.78201950812732,-21.13679478353505,0,0,Compliant,1,0,0.261,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0125,B0125,V086,Madurai,Chennai,2026-08-03 08:05:00,2026-08-03 11:35:00,Completed,43,0,0.0,6.174263160931112,4.261370780878233,5.025151517942396,0,0,Compliant,1,0,0.317,Valid,4,0,Complete,1,0,68,Delayed,Compliant,Traffic delay,No,
SHP0126,B0126,V082,Bengaluru,Pune,2026-08-01 06:06:00,2026-08-01 07:19:00,Completed,15,0,0.0,5.827290416602329,4.440877808630281,5.149817949298625,0,0,Compliant,1,0,0.251,Valid,2,0,Complete,0,1,72,Deviation,Review,Route deviation,No,
SHP0127,B0127,V018,Hyderabad,Coimbatore,2026-08-02 10:18:00,2026-08-02 11:59:00,Completed,21,0,0.0,-20.190963907772208,-21.6508019683467,-21.071681976965,21,0,Compliant,1,1,1.121,Review,2,0,Complete,0,1,99,Deviation,Review,Calibration issue; Route deviation,No,
SHP0128,B0128,V098,Pune,Bangalore,2026-08-02 07:50:00,2026-08-02 12:13:00,Completed,53,0,0.0,-19.96483641058773,-21.6040164847941,-20.978545146741972,0,0,Compliant,1,0,0.27,Valid,2,0,Complete,0,1,75,Deviation,Review,Route deviation,No,
SHP0129,B0129,V081,Pune,Kochi,2026-08-04 05:41:00,2026-08-04 11:19:00,Completed,68,0,0.0,6.028798126997987,4.100227018319695,4.928445982314999,0,1,Compliant,1,0,0.343,Valid,3,0,Complete,1,0,57,Delayed,Compliant,Traffic delay,No,
SHP0130,B0130,V019,Salem,Coimbatore,2026-08-01 07:56:00,2026-08-01 12:11:00,Completed,52,0,0.0,-20.4595936990052,-21.871187092877875,-21.102615485121483,52,0,Compliant,1,1,0.335,Review,3,0,Complete,0,0,63,Normal,Review,Calibration issue,No,
SHP0131,B0131,V065,Madurai,Coimbatore,2026-08-04 08:02:00,2026-08-04 11:16:00,Completed,39,0,0.0,5.707267717223914,4.213069974309602,4.996308764179451,0,0,Compliant,1,0,0.312,Valid,4,0,Complete,0,1,105,Deviation,Review,Route deviation,No,
SHP0132,B0132,V041,Pune,Kochi,2026-08-05 06:53:00,2026-08-05 10:10:00,Completed,40,0,0.0,5.833064128843919,3.9872922734996745,4.994165080774653,0,0,Compliant,1,0,0.373,Valid,3,1,Review,0,1,62,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0133,B0133,V049,Bengaluru,Chennai,2026-08-04 06:48:00,2026-08-04 08:37:00,Completed,22,0,0.0,-19.999639800826287,-21.60114824347296,-21.040771684838067,0,0,Compliant,1,0,0.154,Valid,4,0,Complete,0,1,39,Deviation,Review,Route deviation,No,
SHP0134,B0134,V070,Bangalore,Madurai,2026-08-02 09:26:00,2026-08-02 12:22:00,Completed,36,4,20.0,-15.096644662406575,-21.668467908997627,-20.39950425906392,0,0,Critical,1,0,0.064,Valid,2,2,Review,1,0,24,Delayed,Non-Compliant,Temperature: Critical; Missing custody signature; Traffic delay,No,
SHP0135,B0135,V075,Mumbai,Chennai,2026-08-01 08:52:00,2026-08-01 14:19:00,Completed,66,0,0.0,5.833885168492406,3.9043439175450105,5.016122674487661,0,0,Compliant,1,0,0.368,Valid,4,0,Complete,0,0,47,Normal,Compliant,All compliance checks passed,No,
SHP0136,B0136,V090,Salem,Mumbai,2026-08-04 10:55:00,2026-08-04 15:58:00,Completed,61,0,0.0,-19.870267763598783,-22.13321211605709,-21.02193847886637,61,0,Compliant,1,1,0.953,Review,2,0,Complete,0,0,6,Normal,Review,Calibration issue,No,
SHP0137,B0137,V057,Bengaluru,Hyderabad,2026-08-01 08:19:00,2026-08-01 09:59:00,Completed,21,4,20.0,-5.861357653536191,-21.834316975562,-19.71026610914001,2,0,Critical,1,0,0.238,Valid,4,1,Review,0,0,45,Normal,Non-Compliant,Temperature: Critical; Missing custody signature,No,
SHP0138,B0138,V058,Salem,Chennai,2026-08-06 09:36:00,2026-08-06 15:00:00,Completed,65,0,0.0,-20.1607114101813,-21.883312310491306,-21.05201657607221,0,0,Compliant,1,0,0.055,Valid,3,0,Complete,1,0,50,Delayed,Compliant,Traffic delay,No,
SHP0139,B0139,V035,Bengaluru,Coimbatore,2026-08-01 05:48:00,2026-08-01 10:37:00,Completed,58,0,0.0,6.239319773628504,3.997371371785313,4.928921750124614,0,0,Compliant,1,0,0.234,Valid,3,0,Complete,0,0,20,Normal,Compliant,All compliance checks passed,No,
SHP0140,B0140,V023,Coimbatore,Hyderabad,2026-08-05 06:08:00,2026-08-05 07:29:00,Completed,17,0,0.0,-19.82909196301067,-21.88942966717488,-21.114458536289774,17,0,Compliant,1,1,0.875,Review,2,0,Complete,0,0,114,Normal,Review,Calibration issue,No,
SHP0141,B0141,V097,Salem,Bangalore,2026-08-02 10:27:00,2026-08-02 13:10:00,Completed,33,0,0.0,-20.33109363836099,-21.961467440440213,-21.17676531201612,0,0,Compliant,1,0,0.201,Valid,4,0,Complete,0,0,53,Normal,Compliant,All compliance checks passed,No,
SHP0142,B0142,V020,Coimbatore,Bengaluru,2026-08-06 07:20:00,2026-08-06 08:54:00,Completed,19,0,0.0,5.668539030174991,3.840194448052607,4.941384964227657,19,0,Compliant,1,1,0.703,Review,2,0,Complete,0,0,32,Normal,Review,Calibration issue,No,
SHP0143,B0143,V049,Bangalore,Salem,2026-08-06 09:25:00,2026-08-06 15:07:00,Completed,69,0,0.0,5.8925995644111,4.074382373599958,5.056553604742335,0,0,Compliant,1,0,0.107,Valid,4,0,Complete,1,0,54,Delayed,Compliant,Traffic delay,No,
SHP0144,B0144,V001,Madurai,Kochi,2026-08-05 09:29:00,2026-08-05 10:35:00,Completed,14,0,0.0,5.636161427429456,4.513038482601219,5.046883048400259,0,0,Compliant,1,0,0.359,Valid,3,0,Complete,0,0,22,Normal,Compliant,All compliance checks passed,No,
SHP0145,B0145,V061,Bengaluru,Mumbai,2026-08-07 08:07:00,2026-08-07 12:39:00,Completed,55,1,5.0,5.996873599440275,0.2271109248479748,4.927108725096662,0,0,Warning,1,0,0.215,Valid,3,0,Complete,1,0,63,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0146,B0146,V093,Coimbatore,Bengaluru,2026-08-07 09:37:00,2026-08-07 11:28:00,Completed,23,0,0.0,-19.94319523580296,-21.603422387285143,-20.80850013077304,0,0,Compliant,1,0,0.15,Valid,4,1,Review,1,0,86,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0147,B0147,V039,Bangalore,Bengaluru,2026-08-01 05:50:00,2026-08-01 09:16:00,Completed,42,0,0.0,-20.06486890184468,-21.619120622523614,-21.03329109844931,0,0,Compliant,1,0,0.153,Valid,3,0,Complete,0,1,88,Deviation,Review,Route deviation,No,
SHP0148,B0148,V018,Mumbai,Madurai,2026-08-01 08:16:00,2026-08-01 12:32:00,Completed,52,0,0.0,-20.243123295666773,-21.62584885093432,-21.003900337845497,0,0,Compliant,1,0,0.116,Valid,3,0,Complete,0,0,19,Normal,Compliant,All compliance checks passed,No,
SHP0149,B0149,V020,Pune,Bengaluru,2026-08-01 09:30:00,2026-08-01 10:49:00,Completed,16,0,0.0,-20.2188330470042,-21.691673155801368,-21.030145828766276,16,0,Compliant,1,1,0.703,Review,4,0,Complete,1,0,67,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0150,B0150,V005,Coimbatore,Kochi,2026-08-06 08:09:00,2026-08-06 12:34:00,Completed,54,4,20.0,-15.367586532768303,-22.08504502552417,-20.714441837688447,1,1,Critical,1,0,0.115,Valid,4,0,Complete,0,1,41,Deviation,Non-Compliant,Temperature: Critical; Route deviation,No,
SHP0151,B0151,V054,Chennai,Salem,2026-08-01 07:44:00,2026-08-01 10:45:00,Completed,37,0,0.0,6.05515270090408,4.117882250897638,5.038539650683599,0,1,Compliant,1,0,0.325,Valid,3,0,Complete,1,0,56,Delayed,Compliant,Traffic delay,No,
SHP0152,B0152,V090,Chennai,Pune,2026-08-01 07:57:00,2026-08-01 12:07:00,Completed,51,4,20.0,-15.03713275403846,-21.778936989656327,-20.5379805434307,51,0,Critical,1,1,0.953,Review,3,0,Complete,0,0,94,Normal,Non-Compliant,Temperature: Critical; Calibration issue,No,
SHP0153,B0153,V057,Chennai,Madurai,2026-08-02 07:19:00,2026-08-02 10:42:00,Completed,41,0,0.0,-19.88801455031058,-21.920588687068,-21.032363694625825,0,0,Compliant,1,0,0.238,Valid,2,0,Complete,0,0,88,Normal,Compliant,All compliance checks passed,No,
SHP0154,B0154,V098,Pune,Bangalore,2026-08-07 06:08:00,2026-08-07 09:41:00,Completed,43,0,0.0,-20.17687552916089,-21.776743463751764,-20.98614229039445,43,0,Compliant,1,1,0.281,Review,3,0,Complete,2,0,40,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0155,B0155,V079,Pune,Madurai,2026-08-05 07:46:00,2026-08-05 12:19:00,Completed,55,0,0.0,5.600337212112152,3.952746720523088,4.856730569992225,0,0,Compliant,1,0,0.071,Valid,2,1,Review,1,1,101,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0156,B0156,V032,Bengaluru,Bangalore,2026-08-06 06:28:00,2026-08-06 09:16:00,Completed,34,0,0.0,-20.000627806511403,-21.9522956422094,-21.003336826505517,0,0,Compliant,1,0,0.252,Valid,3,1,Review,1,0,53,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0157,B0157,V065,Salem,Pune,2026-08-06 09:55:00,2026-08-06 14:06:00,Completed,51,5,25.0,11.676529681352958,-4.014129572077392,5.311107427807581,3,0,Critical,1,0,0.21,Valid,3,0,Complete,0,0,0,Normal,Non-Compliant,Temperature: Critical,No,
SHP0158,B0158,V088,Chennai,Mumbai,2026-08-02 06:04:00,2026-08-02 09:43:00,Completed,44,0,0.0,-20.142797178166035,-21.736106553918223,-20.95840321717636,0,0,Compliant,1,0,0.384,Valid,2,0,Complete,0,0,62,Normal,Compliant,All compliance checks passed,No,
SHP0159,B0159,V098,Mumbai,Salem,2026-08-04 06:49:00,2026-08-04 12:17:00,Completed,66,4,20.0,11.670555758554856,4.048627336050669,5.342932717779971,66,0,Critical,1,1,0.281,Review,3,0,Complete,0,1,122,Deviation,Non-Compliant,Temperature: Critical; Calibration issue; Route deviation,No,
SHP0160,B0160,V035,Bengaluru,Chennai,2026-08-02 06:12:00,2026-08-02 08:54:00,Completed,33,4,20.0,11.809959371881607,3.9169824578475287,5.626669797787545,2,0,Critical,1,0,0.234,Valid,3,0,Complete,0,0,74,Normal,Non-Compliant,Temperature: Critical,No,
SHP0161,B0161,V056,Chennai,Hyderabad,2026-08-06 05:29:00,2026-08-06 06:54:00,Completed,18,0,0.0,-20.415098158386108,-21.88791117898074,-21.003779109714483,4,0,Compliant,1,0,0.235,Valid,3,1,Review,0,1,91,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0162,B0162,V064,Madurai,Hyderabad,2026-08-05 07:23:00,2026-08-05 12:20:00,Completed,60,0,0.0,-19.82583751744461,-21.99712419975814,-21.00299962102104,60,0,Compliant,1,1,0.313,Review,2,0,Complete,0,1,80,Deviation,Review,Calibration issue; Route deviation,No,
SHP0163,B0163,V091,Mumbai,Salem,2026-08-05 10:59:00,2026-08-05 13:02:00,Completed,25,0,0.0,-20.37104071589187,-21.46727113114008,-20.91739007892692,0,0,Compliant,1,0,0.387,Valid,2,1,Review,0,0,38,Normal,Review,Missing custody signature,No,
SHP0164,B0164,V072,Chennai,Hyderabad,2026-08-03 07:31:00,2026-08-03 12:19:00,Completed,58,0,0.0,6.011971099700781,4.059817658950255,4.9222948773574045,0,1,Compliant,1,0,0.136,Valid,4,0,Complete,0,0,36,Normal,Compliant,All compliance checks passed,No,
SHP0165,B0165,V042,Coimbatore,Pune,2026-08-04 09:35:00,2026-08-04 13:34:00,Completed,48,0,0.0,6.411622075028194,4.349075308821074,4.966728714521572,0,0,Compliant,1,0,0.15,Valid,2,0,Complete,1,0,35,Delayed,Compliant,Traffic delay,No,
SHP0166,B0166,V012,Madurai,Coimbatore,2026-08-07 07:47:00,2026-08-07 09:33:00,Completed,22,0,0.0,-19.97579881625773,-21.84393529625025,-21.08515378247583,22,0,Compliant,1,1,0.876,Review,3,0,Complete,0,0,0,Normal,Review,Calibration issue,No,
SHP0167,B0167,V085,Kochi,Chennai,2026-08-06 08:03:00,2026-08-06 10:26:00,Completed,29,0,0.0,5.578625316500547,4.264592550691171,4.956673440280864,0,0,Compliant,1,0,0.391,Valid,4,0,Complete,0,0,17,Normal,Compliant,All compliance checks passed,No,
SHP0168,B0168,V002,Bengaluru,Hyderabad,2026-08-07 06:41:00,2026-08-07 09:36:00,Completed,36,0,0.0,6.066762088928003,4.219358834846846,5.088412184525172,0,0,Compliant,1,0,0.126,Valid,4,0,Complete,0,0,99,Normal,Compliant,All compliance checks passed,No,
SHP0169,B0169,V052,Hyderabad,Kochi,2026-08-02 10:26:00,2026-08-02 15:48:00,Completed,65,0,0.0,-20.18051669692046,-21.91431089779798,-20.970798661019447,0,0,Compliant,1,0,0.171,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0170,B0170,V036,Chennai,Pune,2026-08-07 06:41:00,2026-08-07 09:09:00,Completed,30,0,0.0,5.823938000694961,4.158166880493867,5.06908281064222,0,0,Compliant,1,0,0.259,Valid,4,0,Complete,0,0,43,Normal,Compliant,All compliance checks passed,No,
SHP0171,B0171,V043,Bengaluru,Chennai,2026-08-05 06:16:00,2026-08-05 09:52:00,Completed,44,4,20.0,10.950857252588104,4.053008938650689,5.453372116680705,1,0,Critical,1,0,0.344,Valid,3,0,Complete,0,0,39,Normal,Non-Compliant,Temperature: Critical,No,
SHP0172,B0172,V046,Kochi,Salem,2026-08-02 08:54:00,2026-08-02 12:52:00,Completed,48,0,0.0,-20.24084508293652,-22.288406542394284,-21.033134289094075,0,0,Compliant,1,0,0.37,Valid,2,0,Complete,0,0,43,Normal,Compliant,All compliance checks passed,No,
SHP0173,B0173,V088,Pune,Kochi,2026-08-04 06:29:00,2026-08-04 10:03:00,Completed,43,0,0.0,5.946965745610848,4.173878889983756,5.001956415331391,0,0,Compliant,1,0,0.384,Valid,4,0,Complete,1,0,73,Delayed,Compliant,Traffic delay,No,
SHP0174,B0174,V082,Mumbai,Bengaluru,2026-08-03 08:37:00,2026-08-03 10:29:00,Completed,23,0,0.0,6.247072451683219,4.09015158751752,4.9884776730133575,0,0,Compliant,1,0,0.251,Valid,3,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0175,B0175,V056,Chennai,Mumbai,2026-08-03 10:53:00,2026-08-03 15:04:00,Completed,51,0,0.0,5.9809479651474895,3.818300423503187,5.05109998163559,0,0,Compliant,1,0,0.21,Valid,4,0,Complete,0,1,123,Deviation,Review,Route deviation,No,
SHP0176,B0176,V063,Mumbai,Bengaluru,2026-08-01 09:18:00,2026-08-01 12:50:00,Completed,43,0,0.0,6.177219334107448,3.782137384302735,4.985472729820599,0,0,Compliant,1,0,0.258,Valid,2,0,Complete,0,0,29,Normal,Compliant,All compliance checks passed,No,
SHP0177,B0177,V031,Bangalore,Pune,2026-08-07 05:21:00,2026-08-07 08:42:00,Completed,41,4,20.0,-15.331240667280897,-21.763678983590896,-20.460600999652517,1,0,Critical,1,0,0.329,Valid,4,0,Complete,0,0,37,Normal,Non-Compliant,Temperature: Critical,No,
SHP0178,B0178,V072,Madurai,Kochi,2026-08-07 07:41:00,2026-08-07 11:13:00,Completed,43,0,0.0,-20.084483735647883,-21.750002954988773,-20.959723833775207,0,0,Compliant,1,0,0.136,Valid,2,0,Complete,0,0,8,Normal,Compliant,All compliance checks passed,No,
SHP0179,B0179,V058,Hyderabad,Coimbatore,2026-08-02 09:48:00,2026-08-02 12:51:00,Completed,37,4,20.0,10.95584895339578,4.28234259552056,5.430967749711971,1,0,Critical,1,0,0.055,Valid,3,0,Complete,0,0,25,Normal,Non-Compliant,Temperature: Critical,No,
SHP0180,B0180,V006,Chennai,Bengaluru,2026-08-03 08:42:00,2026-08-03 12:25:00,Completed,45,0,0.0,5.849822491931605,3.8904740240264335,4.976998420386617,0,0,Compliant,1,0,0.105,Valid,3,0,Complete,0,0,79,Normal,Compliant,All compliance checks passed,No,
SHP0181,B0181,V024,Coimbatore,Chennai,2026-08-03 10:31:00,2026-08-03 14:02:00,Completed,43,0,0.0,5.961935016901589,4.04840158369871,4.954038325321335,0,0,Compliant,1,0,0.236,Valid,3,0,Complete,0,0,55,Normal,Compliant,All compliance checks passed,No,
SHP0182,B0182,V053,Kochi,Salem,2026-08-03 08:24:00,2026-08-03 09:42:00,Completed,16,0,0.0,7.307817321250782,4.3869264116305065,5.182586379724723,0,0,Compliant,1,0,0.198,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0183,B0183,V086,Bengaluru,Hyderabad,2026-08-05 07:46:00,2026-08-05 10:39:00,Completed,35,1,5.0,-6.991547945875664,-21.861165406303005,-20.673694427524428,2,0,Warning,1,0,0.051,Valid,4,1,Review,0,0,0,Normal,Review,Temperature: Warning; Missing custody signature,No,
SHP0184,B0184,V033,Mumbai,Pune,2026-08-07 10:22:00,2026-08-07 15:41:00,Completed,64,0,0.0,-19.9112351408374,-22.475346116571377,-21.02653750768179,0,0,Compliant,1,0,0.12,Valid,3,0,Complete,0,0,18,Normal,Compliant,All compliance checks passed,No,
SHP0185,B0185,V004,Kochi,Coimbatore,2026-08-04 10:56:00,2026-08-04 16:41:00,Completed,70,0,0.0,-20.34511534211886,-22.440434041783806,-21.00853252522716,70,0,Compliant,1,1,0.8,Review,2,1,Review,0,0,22,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0186,B0186,V023,Coimbatore,Kochi,2026-08-04 05:30:00,2026-08-04 07:35:00,Completed,26,0,0.0,6.084132657733957,4.331295490668733,5.123248614874727,26,0,Compliant,1,1,0.875,Review,4,1,Review,1,0,86,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,No,
SHP0187,B0187,V043,Kochi,Mumbai,2026-08-02 06:43:00,2026-08-02 10:34:00,Completed,47,0,0.0,7.867177249891748,4.266517692948226,5.072120187214604,0,0,Compliant,1,0,0.245,Valid,4,0,Complete,0,0,60,Normal,Compliant,All compliance checks passed,No,
SHP0188,B0188,V010,Bangalore,Hyderabad,2026-08-02 07:14:00,2026-08-02 10:51:00,Completed,44,0,0.0,-20.3107701129415,-21.76910870882493,-20.965266968584235,44,0,Compliant,1,1,0.736,Review,2,0,Complete,0,0,59,Normal,Review,Calibration issue,No,
