log_id,sensor_id,shipment_id,recorded_at,temperature_c,battery_level,signal_strength,network_status,transmission_status,buffer_status,retry_count,recovery_status
5188,S053,SHP0125,2026-08-03 08:10:00,5.0855235175764255,97.62,75,Online,Uploaded,Not Buffered,0,Not Required
5189,S053,SHP0125,2026-08-03 08:15:00,4.632809558155706,86.82,85,Online,Uploaded,Not Buffered,0,Not Required
5190,S053,SHP0125,2026-08-03 08:20:00,5.69246785270692,93.85,79,Online,Uploaded,Not Buffered,0,Not Required
5191,S053,SHP0125,2026-08-03 08:25:00,4.745836047908505,95.72,91,Online,Uploaded,Not Buffered,0,Not Required
5192,S053,SHP0125,2026-08-03 08:30:00,4.983482925197087,72.33,77,Online,Uploaded,Not Buffered,0,Not Required
5193,S053,SHP0125,2026-08-03 08:35:00,5.222408838736916,96.53,73,Online,Uploaded,Not Buffered,0,Not Required
5194,S053,SHP0125,2026-08-03 08:40:00,4.763486084479243,70.94,97,Online,Uploaded,Not Buffered,0,Not Required
5195,S053,SHP0125,2026-08-03 08:45:00,4.261370780878233,95.71,71,Online,Uploaded,Not Buffered,0,Not Required
5196,S053,SHP0125,2026-08-03 08:50:00,4.828538189233386,78.23,100,Online,Uploaded,Not Buffered,0,Not Required
5197,S053,SHP0125,2026-08-03 08:55:00,5.411776222370817,79.1,70,Online,Uploaded,Not Buffered,0,Not Required
5198,S053,SHP0125,2026-08-03 09:00:00,4.865241949285944,91.86,82,Online,Uploaded,Not Buffered,0,Not Required
5199,S053,SHP0125,2026-08-03 09:05:00,4.661426279416409,74.78,100,Online,Uploaded,Not Buffered,0,Not Required
5200,S053,SHP0125,2026-08-03 09:10:00,5.370268883801089,81.04,71,Online,Uploaded,Not Buffered,0,Not Required
5201,S053,SHP0125,2026-08-03 09:15:00,4.867690041590779,75.72,90,Online,Uploaded,Not Buffered,0,Not Required
5202,S053,SHP0125,2026-08-03 09:20:00,4.795935674539913,92.26,83,Online,Uploaded,Not Buffered,0,Not Required
5203,S053,SHP0125,2026-08-03 09:25:00,5.059782435865324,72.28,81,Online,Uploaded,Not Buffered,0,Not Required
5204,S053,SHP0125,2026-08-03 09:30:00,5.308300083847515,89.61,83,Online,Uploaded,Not Buffered,0,Not Required
5205,S053,SHP0125,2026-08-03 09:35:00,5.952685412693018,93.11,79,Online,Uploaded,Not Buffered,0,Not Required
5206,S053,SHP0125,2026-08-03 09:40:00,5.330894443062969,73.6,98,Online,Uploaded,Not Buffered,0,Not Required
5207,S053,SHP0125,2026-08-03 09:45:00,5.463935986555338,77.88,74,Online,Uploaded,Not Buffered,0,Not Required
5208,S053,SHP0125,2026-08-03 09:50:00,4.797613520404858,97.97,99,Online,Uploaded,Not Buffered,0,Not Required
5209,S053,SHP0125,2026-08-03 09:55:00,4.5896527576122095,97.44,95,Online,Uploaded,Not Buffered,0,Not Required
5210,S053,SHP0125,2026-08-03 10:00:00,5.024932539847649,97.58,73,Online,Uploaded,Not Buffered,0,Not Required
5211,S053,SHP0125,2026-08-03 10:05:00,5.042867966103839,98.57,93,Online,Uploaded,Not Buffered,0,Not Required
5212,S053,SHP0125,2026-08-03 10:10:00,4.568594903454161,70.91,95,Online,Uploaded,Not Buffered,0,Not Required
5213,S053,SHP0125,2026-08-03 10:15:00,4.929882188038395,97.96,99,Online,Uploaded,Not Buffered,0,Not Required
5214,S053,SHP0125,2026-08-03 10:20:00,5.1597270406876525,70.43,75,Online,Uploaded,Not Buffered,0,Not Required
5215,S053,SHP0125,2026-08-03 10:25:00,5.144157358007232,91.74,72,Online,Uploaded,Not Buffered,0,Not Required
5216,S053,SHP0125,2026-08-03 10:30:00,5.201715141353709,96.09,84,Online,Uploaded,Not Buffered,0,Not Required
5217,S053,SHP0125,2026-08-03 10:35:00,5.116385892054977,90.85,88,Online,Uploaded,Not Buffered,0,Not Required
5218,S053,SHP0125,2026-08-03 10:40:00,4.7971965362919775,78.1,78,Online,Uploaded,Not Buffered,0,Not Required
5219,S053,SHP0125,2026-08-03 10:45:00,4.794439749340463,86.9,92,Online,Uploaded,Not Buffered,0,Not Required
5220,S053,SHP0125,2026-08-03 10:50:00,4.520419440802449,91.94,72,Online,Uploaded,Not Buffered,0,Not Required
5221,S053,SHP0125,2026-08-03 10:55:00,5.713910015674038,76.46,74,Online,Uploaded,Not Buffered,0,Not Required
5222,S053,SHP0125,2026-08-03 11:00:00,5.005380145847718,90.34,82,Online,Uploaded,Not Buffered,0,Not Required
5223,S053,SHP0125,2026-08-03 11:05:00,4.9100587776820594,71.11,70,Online,Uploaded,Not Buffered,0,Not Required
5224,S053,SHP0125,2026-08-03 11:10:00,4.6284831674190166,94.91,83,Online,Uploaded,Not Buffered,0,Not Required
5225,S053,SHP0125,2026-08-03 11:15:00,6.174263160931112,75.25,83,Online,Uploaded,Not Buffered,0,Not Required
5226,S053,SHP0125,2026-08-03 11:20:00,4.570668787110842,87.3,70,Online,Uploaded,Not Buffered,0,Not Required
5227,S053,SHP0125,2026-08-03 11:25:00,4.828460829757571,89.7,71,Online,Uploaded,Not Buffered,0,Not Required
5228,S053,SHP0125,2026-08-03 11:30:00,5.166334734514424,93.09,100,Online,Uploaded,Not Buffered,0,Not Required
5229,S053,SHP0125,2026-08-03 11:35:00,5.240085186297711,91.3,78,Online,Uploaded,Not Buffered,0,Not Required
5230,S115,SHP0126,2026-08-01 06:06:00,5.383172822086274,77.04,76,Online,Uploaded,Not Buffered,0,Not Required
5231,S115,SHP0126,2026-08-01 06:11:00,5.723043403107705,94.31,84,Online,Uploaded,Not Buffered,0,Not Required
5232,S115,SHP0126,2026-08-01 06:16:00,5.202463062184285,71.32,90,Online,Uploaded,Not Buffered,0,Not Required
5233,S115,SHP0126,2026-08-01 06:21:00,4.577587680013333,95.06,88,Online,Uploaded,Not Buffered,0,Not Required
5234,S115,SHP0126,2026-08-01 06:26:00,4.897221949951288,86.77,83,Online,Uploaded,Not Buffered,0,Not Required
5235,S115,SHP0126,2026-08-01 06:31:00,5.123132949005554,84.66,92,Online,Uploaded,Not Buffered,0,Not Required
5236,S115,SHP0126,2026-08-01 06:36:00,5.827290416602329,91.47,77,Online,Uploaded,Not Buffered,0,Not Required
5237,S115,SHP0126,2026-08-01 06:41:00,4.440877808630281,71.42,93,Online,Uploaded,Not Buffered,0,Not Required
5238,S115,SHP0126,2026-08-01 06:46:00,5.481030602090091,72.65,81,Online,Uploaded,Not Buffered,0,Not Required
5239,S115,SHP0126,2026-08-01 06:51:00,5.071965747818567,83.69,81,Online,Uploaded,Not Buffered,0,Not Required
5240,S115,SHP0126,2026-08-01 06:56:00,5.335132214091792,86.34,85,Online,Uploaded,Not Buffered,0,Not Required
5241,S115,SHP0126,2026-08-01 07:01:00,4.959202113345627,89.76,81,Online,Uploaded,Not Buffered,0,Not Required
5242,S115,SHP0126,2026-08-01 07:06:00,4.6630269479494695,91.79,81,Online,Uploaded,Not Buffered,0,Not Required
5243,S115,SHP0126,2026-08-01 07:11:00,5.300349111760533,74.37,87,Online,Uploaded,Not Buffered,0,Not Required
5244,S115,SHP0126,2026-08-01 07:16:00,5.261772410842249,89.18,93,Online,Uploaded,Not Buffered,0,Not Required
5245,S138,SHP0127,2026-08-02 10:18:00,-20.61117721370411,74.43,79,Online,Uploaded,Not Buffered,0,Not Required
5246,S138,SHP0127,2026-08-02 10:23:00,-21.00532185415145,92.55,91,Online,Uploaded,Not Buffered,0,Not Required
5247,S138,SHP0127,2026-08-02 10:28:00,-21.23992880932794,90.27,85,Online,Uploaded,Not Buffered,0,Not Required
5248,S138,SHP0127,2026-08-02 10:33:00,-21.623514798009538,80.81,83,Online,Uploaded,Not Buffered,0,Not Required
5249,S138,SHP0127,2026-08-02 10:38:00,-20.67225069274424,72.59,83,Online,Uploaded,Not Buffered,0,Not Required
5250,S138,SHP0127,2026-08-02 10:43:00,-20.830444207022406,96.54,78,Online,Uploaded,Not Buffered,0,Not Required
5251,S138,SHP0127,2026-08-02 10:48:00,-21.386313053145585,97.74,80,Online,Uploaded,Not Buffered,0,Not Required
5252,S138,SHP0127,2026-08-02 10:53:00,-21.21542946931865,84.0,90,Online,Uploaded,Not Buffered,0,Not Required
5253,S138,SHP0127,2026-08-02 10:58:00,-21.186703524780576,86.18,94,Online,Uploaded,Not Buffered,0,Not Required
5254,S138,SHP0127,2026-08-02 11:03:00,-21.59319377279297,74.93,91,Online,Uploaded,Not Buffered,0,Not Required
5255,S138,SHP0127,2026-08-02 11:08:00,-21.32707295864205,80.3,71,Online,Uploaded,Not Buffered,0,Not Required
5256,S138,SHP0127,2026-08-02 11:13:00,-21.45353214272254,95.79,99,Online,Uploaded,Not Buffered,0,Not Required
5257,S138,SHP0127,2026-08-02 11:18:00,-21.164991604755176,74.35,90,Online,Uploaded,Not Buffered,0,Not Required
5258,S138,SHP0127,2026-08-02 11:23:00,-21.295478999331824,86.21,80,Online,Uploaded,Not Buffered,0,Not Required
5259,S138,SHP0127,2026-08-02 11:28:00,-21.6508019683467,92.34,96,Online,Uploaded,Not Buffered,0,Not Required
5260,S138,SHP0127,2026-08-02 11:33:00,-20.190963907772208,93.96,97,Online,Uploaded,Not Buffered,0,Not Required
5261,S138,SHP0127,2026-08-02 11:38:00,-20.49898370758831,99.32,74,Online,Uploaded,Not Buffered,0,Not Required
5262,S138,SHP0127,2026-08-02 11:43:00,-21.311607768607995,76.17,95,Online,Uploaded,Not Buffered,0,Not Required
5263,S138,SHP0127,2026-08-02 11:48:00,-20.891031441338555,81.89,92,Online,Uploaded,Not Buffered,0,Not Required
5264,S138,SHP0127,2026-08-02 11:53:00,-20.833013964071483,82.57,96,Online,Uploaded,Not Buffered,0,Not Required
5265,S138,SHP0127,2026-08-02 11:58:00,-20.52356565809061,99.72,73,Online,Uploaded,Not Buffered,0,Not Required
5266,S127,SHP0128,2026-08-02 07:50:00,-21.327442010664036,74.94,100,Online,Uploaded,Not Buffered,0,Not Required
5267,S127,SHP0128,2026-08-02 07:55:00,-20.56315728640703,90.52,77,Online,Uploaded,Not Buffered,0,Not Required
5268,S127,SHP0128,2026-08-02 08:00:00,-21.21916212168277,80.05,95,Online,Uploaded,Not Buffered,0,Not Required
5269,S127,SHP0128,2026-08-02 08:05:00,-21.534344961667447,79.76,73,Online,Uploaded,Not Buffered,0,Not Required
5270,S127,SHP0128,2026-08-02 08:10:00,-20.7103453762742,93.91,96,Online,Uploaded,Not Buffered,0,Not Required
5271,S127,SHP0128,2026-08-02 08:15:00,-20.48369663035103,98.11,87,Online,Uploaded,Not Buffered,0,Not Required
5272,S127,SHP0128,2026-08-02 08:20:00,-19.96483641058773,89.71,86,Online,Uploaded,Not Buffered,0,Not Required
5273,S127,SHP0128,2026-08-02 08:25:00,-21.479890106036084,76.57,82,Online,Uploaded,Not Buffered,0,Not Required
5274,S127,SHP0128,2026-08-02 08:30:00,-20.720432125967683,92.49,81,Online,Uploaded,Not Buffered,0,Not Required
5275,S127,SHP0128,2026-08-02 08:35:00,-21.163920497517413,92.55,92,Online,Uploaded,Not Buffered,0,Not Required
5276,S127,SHP0128,2026-08-02 08:40:00,-20.68665651579039,76.77,73,Online,Uploaded,Not Buffered,0,Not Required
5277,S127,SHP0128,2026-08-02 08:45:00,-21.5881958204925,83.61,90,Online,Uploaded,Not Buffered,0,Not Required
5278,S127,SHP0128,2026-08-02 08:50:00,-21.505107910279424,90.82,96,Online,Uploaded,Not Buffered,0,Not Required
5279,S127,SHP0128,2026-08-02 08:55:00,-21.310349929266597,75.65,94,Online,Uploaded,Not Buffered,0,Not Required
5280,S127,SHP0128,2026-08-02 09:00:00,-20.968414381732767,96.8,70,Online,Uploaded,Not Buffered,0,Not Required
5281,S127,SHP0128,2026-08-02 09:05:00,-21.256432506615344,94.0,86,Online,Uploaded,Not Buffered,0,Not Required
5282,S127,SHP0128,2026-08-02 09:10:00,-20.73637826243463,74.33,85,Online,Uploaded,Not Buffered,0,Not Required
5283,S127,SHP0128,2026-08-02 09:15:00,-20.589242152696837,90.85,72,Online,Uploaded,Not Buffered,0,Not Required
5284,S127,SHP0128,2026-08-02 09:20:00,-20.760168983501856,77.26,79,Online,Uploaded,Not Buffered,0,Not Required
5285,S127,SHP0128,2026-08-02 09:25:00,-20.352484944135654,79.09,82,Online,Uploaded,Not Buffered,0,Not Required
5286,S127,SHP0128,2026-08-02 09:30:00,-20.833669348217864,86.26,76,Online,Uploaded,Not Buffered,0,Not Required
5287,S127,SHP0128,2026-08-02 09:35:00,-21.486758684136067,98.55,73,Online,Uploaded,Not Buffered,0,Not Required
5288,S127,SHP0128,2026-08-02 09:40:00,-20.454649394584663,70.71,76,Online,Uploaded,Not Buffered,0,Not Required
5289,S127,SHP0128,2026-08-02 09:45:00,-21.2420624942424,78.87,70,Online,Uploaded,Not Buffered,0,Not Required
5290,S127,SHP0128,2026-08-02 09:50:00,-20.635832600125774,75.57,76,Online,Uploaded,Not Buffered,0,Not Required
5291,S127,SHP0128,2026-08-02 09:55:00,-20.37050631337796,90.41,94,Online,Uploaded,Not Buffered,0,Not Required
5292,S127,SHP0128,2026-08-02 10:00:00,-20.81732479570784,77.6,72,Online,Uploaded,Not Buffered,0,Not Required
5293,S127,SHP0128,2026-08-02 10:05:00,-21.59846352526586,73.57,100,Online,Uploaded,Not Buffered,0,Not Required
5294,S127,SHP0128,2026-08-02 10:10:00,-21.36728486660392,80.73,100,Online,Uploaded,Not Buffered,0,Not Required
5295,S127,SHP0128,2026-08-02 10:15:00,-20.470902213245942,70.32,82,Online,Uploaded,Not Buffered,0,Not Required
5296,S127,SHP0128,2026-08-02 10:20:00,-21.06764907425713,79.01,89,Online,Uploaded,Not Buffered,0,Not Required
5297,S127,SHP0128,2026-08-02 10:25:00,-20.96817058602313,81.25,82,Online,Uploaded,Not Buffered,0,Not Required
5298,S127,SHP0128,2026-08-02 10:30:00,-20.696470233534555,82.86,79,Online,Uploaded,Not Buffered,0,Not Required
5299,S127,SHP0128,2026-08-02 10:35:00,-20.72147085516787,97.59,88,Online,Uploaded,Not Buffered,0,Not Required
5300,S127,SHP0128,2026-08-02 10:40:00,-20.888480075045816,88.44,90,Online,Uploaded,Not Buffered,0,Not Required
5301,S127,SHP0128,2026-08-02 10:45:00,-21.083467348488185,90.37,71,Online,Uploaded,Not Buffered,0,Not Required
5302,S127,SHP0128,2026-08-02 10:50:00,-21.125067378292943,85.0,71,Online,Uploaded,Not Buffered,0,Not Required
5303,S127,SHP0128,2026-08-02 10:55:00,-20.656840469883463,70.93,81,Online,Uploaded,Not Buffered,0,Not Required
5304,S127,SHP0128,2026-08-02 11:00:00,-20.778572187572884,84.21,92,Online,Uploaded,Not Buffered,0,Not Required
5305,S127,SHP0128,2026-08-02 11:05:00,-21.10292000024712,81.51,95,Online,Uploaded,Not Buffered,0,Not Required
5306,S127,SHP0128,2026-08-02 11:10:00,-20.567155074802745,93.09,87,Online,Uploaded,Not Buffered,0,Not Required
5307,S127,SHP0128,2026-08-02 11:15:00,-21.051613646051912,90.66,83,Online,Uploaded,Not Buffered,0,Not Required
5308,S127,SHP0128,2026-08-02 11:20:00,-21.34066486973376,96.42,89,Online,Uploaded,Not Buffered,0,Not Required
5309,S127,SHP0128,2026-08-02 11:25:00,-21.30358827956134,99.14,100,Online,Uploaded,Not Buffered,0,Not Required
5310,S127,SHP0128,2026-08-02 11:30:00,-21.391496334523907,99.84,85,Online,Uploaded,Not Buffered,0,Not Required
5311,S127,SHP0128,2026-08-02 11:35:00,-21.108964006641475,71.16,82,Online,Uploaded,Not Buffered,0,Not Required
5312,S127,SHP0128,2026-08-02 11:40:00,-20.506510288665524,92.77,85,Online,Uploaded,Not Buffered,0,Not Required
5313,S127,SHP0128,2026-08-02 11:45:00,-21.322038072412205,84.25,72,Online,Uploaded,Not Buffered,0,Not Required
5314,S127,SHP0128,2026-08-02 11:50:00,-20.92460969559276,72.76,87,Online,Uploaded,Not Buffered,0,Not Required
5315,S127,SHP0128,2026-08-02 11:55:00,-21.26267573825097,91.73,77,Online,Uploaded,Not Buffered,0,Not Required
5316,S127,SHP0128,2026-08-02 12:00:00,-21.104123616508573,88.94,92,Online,Uploaded,Not Buffered,0,Not Required
5317,S127,SHP0128,2026-08-02 12:05:00,-21.6040164847941,83.64,73,Online,Uploaded,Not Buffered,0,Not Required
5318,S127,SHP0128,2026-08-02 12:10:00,-21.08821529166261,80.12,93,Online,Uploaded,Not Buffered,0,Not Required
5319,S116,SHP0129,2026-08-04 05:41:00,4.922517848078015,82.32,89,Online,Uploaded,Not Buffered,0,Not Required
5320,S116,SHP0129,2026-08-04 05:46:00,5.216115177614278,90.51,70,Online,Uploaded,Not Buffered,0,Not Required
5321,S116,SHP0129,2026-08-04 05:51:00,5.089312365302148,95.88,88,Online,Uploaded,Not Buffered,0,Not Required
5322,S116,SHP0129,2026-08-04 05:56:00,4.520643150019182,70.85,94,Online,Uploaded,Not Buffered,0,Not Required
5323,S116,SHP0129,2026-08-04 06:01:00,5.433679297617417,83.33,86,Online,Uploaded,Not Buffered,0,Not Required
5324,S116,SHP0129,2026-08-04 06:06:00,5.084121216088798,75.44,86,Online,Uploaded,Not Buffered,0,Not Required
5325,S116,SHP0129,2026-08-04 06:11:00,5.079357406870995,90.91,78,Online,Uploaded,Not Buffered,0,Not Required
5326,S116,SHP0129,2026-08-04 06:16:00,4.996327058645944,94.04,82,Online,Uploaded,Not Buffered,0,Not Required
5327,S116,SHP0129,2026-08-04 06:21:00,4.792897021111112,89.61,87,Online,Uploaded,Not Buffered,0,Not Required
5328,S116,SHP0129,2026-08-04 06:26:00,5.08712093589949,77.6,71,Online,Uploaded,Not Buffered,0,Not Required
5329,S116,SHP0129,2026-08-04 06:31:00,5.190235374371433,90.95,73,Online,Uploaded,Not Buffered,0,Not Required
5330,S116,SHP0129,2026-08-04 06:36:00,4.301241723461778,75.22,85,Online,Uploaded,Not Buffered,0,Not Required
5331,S116,SHP0129,2026-08-04 06:41:00,4.784495665061562,78.8,84,Online,Uploaded,Not Buffered,0,Not Required
5332,S116,SHP0129,2026-08-04 06:46:00,4.898021211838564,71.19,75,Online,Uploaded,Not Buffered,0,Not Required
5333,S116,SHP0129,2026-08-04 06:51:00,5.102468242277712,79.94,89,Online,Uploaded,Not Buffered,0,Not Required
5334,S116,SHP0129,2026-08-04 06:56:00,5.477324402370851,90.6,73,Online,Uploaded,Not Buffered,0,Not Required
5335,S116,SHP0129,2026-08-04 07:01:00,4.691303674161287,95.12,100,Online,Uploaded,Not Buffered,0,Not Required
5336,S116,SHP0129,2026-08-04 07:06:00,4.800815261272863,84.46,76,Online,Uploaded,Not Buffered,0,Not Required
5337,S116,SHP0129,2026-08-04 07:11:00,,70.17,77,Online,Uploaded,Not Buffered,0,Not Required
5338,S116,SHP0129,2026-08-04 07:16:00,4.679388963958184,92.34,94,Online,Uploaded,Not Buffered,0,Not Required
5339,S116,SHP0129,2026-08-04 07:21:00,4.861125401955095,97.16,90,Online,Uploaded,Not Buffered,0,Not Required
5340,S116,SHP0129,2026-08-04 07:26:00,5.308320887995189,81.3,94,Online,Uploaded,Not Buffered,0,Not Required
5341,S116,SHP0129,2026-08-04 07:31:00,4.578465801854262,75.48,79,Online,Uploaded,Not Buffered,0,Not Required
5342,S116,SHP0129,2026-08-04 07:36:00,5.171125758061161,95.97,80,Online,Uploaded,Not Buffered,0,Not Required
5343,S116,SHP0129,2026-08-04 07:41:00,4.319239107992666,95.37,88,Online,Uploaded,Not Buffered,0,Not Required
5344,S116,SHP0129,2026-08-04 07:46:00,4.775464801423118,91.41,77,Online,Uploaded,Not Buffered,0,Not Required
5345,S116,SHP0129,2026-08-04 07:51:00,4.868204279912805,91.02,95,Online,Uploaded,Not Buffered,0,Not Required
5346,S116,SHP0129,2026-08-04 07:56:00,5.669943869165626,73.48,99,Online,Uploaded,Not Buffered,0,Not Required
5347,S116,SHP0129,2026-08-04 08:01:00,4.890079078098925,74.18,75,Online,Uploaded,Not Buffered,0,Not Required
5348,S116,SHP0129,2026-08-04 08:06:00,4.119502610619633,99.36,93,Online,Uploaded,Not Buffered,0,Not Required
5349,S116,SHP0129,2026-08-04 08:11:00,4.2004444372555,86.88,89,Online,Uploaded,Not Buffered,0,Not Required
5350,S116,SHP0129,2026-08-04 08:16:00,5.013611834538672,84.88,84,Online,Uploaded,Not Buffered,0,Not Required
5351,S116,SHP0129,2026-08-04 08:21:00,5.245508342315963,90.97,95,Online,Uploaded,Not Buffered,0,Not Required
5352,S116,SHP0129,2026-08-04 08:26:00,5.1501823430509015,91.25,70,Online,Uploaded,Not Buffered,0,Not Required
5353,S116,SHP0129,2026-08-04 08:31:00,5.067028042320396,90.81,98,Online,Uploaded,Not Buffered,0,Not Required
5354,S116,SHP0129,2026-08-04 08:36:00,5.464903839002266,86.3,90,Online,Uploaded,Not Buffered,0,Not Required
5355,S116,SHP0129,2026-08-04 08:41:00,4.784163511705147,84.21,83,Online,Uploaded,Not Buffered,0,Not Required
5356,S116,SHP0129,2026-08-04 08:46:00,5.35796422241073,83.09,78,Online,Uploaded,Not Buffered,0,Not Required
5357,S116,SHP0129,2026-08-04 08:51:00,4.347194045989433,82.67,92,Online,Uploaded,Not Buffered,0,Not Required
5358,S116,SHP0129,2026-08-04 08:56:00,4.638020866824774,72.62,72,Online,Uploaded,Not Buffered,0,Not Required
5359,S116,SHP0129,2026-08-04 09:01:00,4.277183442027273,98.46,98,Online,Uploaded,Not Buffered,0,Not Required
5360,S116,SHP0129,2026-08-04 09:06:00,4.890061879732083,84.24,81,Online,Uploaded,Not Buffered,0,Not Required
5361,S116,SHP0129,2026-08-04 09:11:00,4.981495513093463,97.58,86,Online,Uploaded,Not Buffered,0,Not Required
5362,S116,SHP0129,2026-08-04 09:16:00,5.045640596890608,97.84,99,Online,Uploaded,Not Buffered,0,Not Required
5363,S116,SHP0129,2026-08-04 09:21:00,5.024753341154854,73.63,74,Online,Uploaded,Not Buffered,0,Not Required
5364,S116,SHP0129,2026-08-04 09:26:00,4.628978667675309,72.59,75,Online,Uploaded,Not Buffered,0,Not Required
5365,S116,SHP0129,2026-08-04 09:31:00,4.923903662234713,89.94,75,Online,Uploaded,Not Buffered,0,Not Required
5366,S116,SHP0129,2026-08-04 09:36:00,4.401021332557701,89.8,84,Online,Uploaded,Not Buffered,0,Not Required
5367,S116,SHP0129,2026-08-04 09:41:00,5.5452915900529005,81.2,87,Online,Uploaded,Not Buffered,0,Not Required
5368,S116,SHP0129,2026-08-04 09:46:00,4.8785495708408,84.34,78,Online,Uploaded,Not Buffered,0,Not Required
5369,S116,SHP0129,2026-08-04 09:51:00,4.804445552382523,89.69,95,Online,Uploaded,Not Buffered,0,Not Required
5370,S116,SHP0129,2026-08-04 09:56:00,5.635576131377633,82.4,88,Online,Uploaded,Not Buffered,0,Not Required
5371,S116,SHP0129,2026-08-04 10:01:00,4.503101386580308,71.19,87,Online,Uploaded,Not Buffered,0,Not Required
5372,S116,SHP0129,2026-08-04 10:06:00,4.549765154387212,74.42,76,Online,Uploaded,Not Buffered,0,Not Required
5373,S116,SHP0129,2026-08-04 10:11:00,4.561511870052574,92.4,74,Online,Uploaded,Not Buffered,0,Not Required
5374,S116,SHP0129,2026-08-04 10:16:00,4.972851447320207,70.34,82,Online,Uploaded,Not Buffered,0,Not Required
5375,S116,SHP0129,2026-08-04 10:21:00,5.172652651855039,85.31,71,Online,Uploaded,Not Buffered,0,Not Required
5376,S116,SHP0129,2026-08-04 10:26:00,5.295870187247133,73.38,70,Online,Uploaded,Not Buffered,0,Not Required
5377,S116,SHP0129,2026-08-04 10:31:00,6.028798126997987,77.98,91,Online,Uploaded,Not Buffered,0,Not Required
5378,S116,SHP0129,2026-08-04 10:36:00,4.100227018319695,70.27,86,Online,Uploaded,Not Buffered,0,Not Required
5379,S116,SHP0129,2026-08-04 10:41:00,5.243494235649767,94.34,98,Online,Uploaded,Not Buffered,0,Not Required
5380,S116,SHP0129,2026-08-04 10:46:00,4.777147770971108,97.62,80,Online,Uploaded,Not Buffered,0,Not Required
5381,S116,SHP0129,2026-08-04 10:51:00,4.765433940444491,84.41,97,Online,Uploaded,Not Buffered,0,Not Required
5382,S116,SHP0129,2026-08-04 10:56:00,4.752091148698449,75.66,76,Online,Uploaded,Not Buffered,0,Not Required
5383,S116,SHP0129,2026-08-04 11:01:00,4.63649213167681,84.35,85,Online,Uploaded,Not Buffered,0,Not Required
5384,S116,SHP0129,2026-08-04 11:06:00,5.6738099338413805,72.97,76,Online,Uploaded,Not Buffered,0,Not Required
5385,S116,SHP0129,2026-08-04 11:11:00,5.336918930805561,86.59,82,Online,Uploaded,Not Buffered,0,Not Required
5386,S116,SHP0129,2026-08-04 11:16:00,5.00927839142295,86.24,90,Online,Uploaded,Not Buffered,0,Not Required
5387,S103,SHP0130,2026-08-01 07:56:00,-20.4595936990052,84.33,72,Online,Uploaded,Not Buffered,0,Not Required
5388,S103,SHP0130,2026-08-01 08:01:00,-21.60501158611955,86.98,72,Online,Uploaded,Not Buffered,0,Not Required
5389,S103,SHP0130,2026-08-01 08:06:00,-21.53228205253237,88.81,77,Online,Uploaded,Not Buffered,0,Not Required
5390,S103,SHP0130,2026-08-01 08:11:00,-21.871187092877875,95.19,83,Online,Uploaded,Not Buffered,0,Not Required
5391,S103,SHP0130,2026-08-01 08:16:00,-21.27976581604932,98.13,81,Online,Uploaded,Not Buffered,0,Not Required
5392,S103,SHP0130,2026-08-01 08:21:00,-20.9353205893181,77.87,96,Online,Uploaded,Not Buffered,0,Not Required
5393,S103,SHP0130,2026-08-01 08:26:00,-20.958856568827063,92.57,71,Online,Uploaded,Not Buffered,0,Not Required
5394,S103,SHP0130,2026-08-01 08:31:00,-20.940263235576047,96.12,71,Online,Uploaded,Not Buffered,0,Not Required
5395,S103,SHP0130,2026-08-01 08:36:00,-21.564422732426436,81.84,94,Online,Uploaded,Not Buffered,0,Not Required
5396,S103,SHP0130,2026-08-01 08:41:00,-20.67873810295439,90.15,76,Online,Uploaded,Not Buffered,0,Not Required
5397,S103,SHP0130,2026-08-01 08:46:00,-20.9041489927044,81.21,99,Online,Uploaded,Not Buffered,0,Not Required
5398,S103,SHP0130,2026-08-01 08:51:00,-20.7067782874136,88.19,84,Online,Uploaded,Not Buffered,0,Not Required
5399,S103,SHP0130,2026-08-01 08:56:00,-21.75710487103602,76.74,97,Online,Uploaded,Not Buffered,0,Not Required
5400,S103,SHP0130,2026-08-01 09:01:00,-20.875403656480884,73.82,99,Online,Uploaded,Not Buffered,0,Not Required
5401,S103,SHP0130,2026-08-01 09:06:00,-21.47510609596701,98.48,89,Online,Uploaded,Not Buffered,0,Not Required
5402,S103,SHP0130,2026-08-01 09:11:00,-21.158929301020542,96.66,86,Online,Uploaded,Not Buffered,0,Not Required
5403,S103,SHP0130,2026-08-01 09:16:00,-20.786254040545447,96.16,90,Online,Uploaded,Not Buffered,0,Not Required
5404,S103,SHP0130,2026-08-01 09:21:00,-20.963562557497635,74.72,90,Online,Uploaded,Not Buffered,0,Not Required
5405,S103,SHP0130,2026-08-01 09:26:00,-21.34061599191173,85.64,89,Online,Uploaded,Not Buffered,0,Not Required
5406,S103,SHP0130,2026-08-01 09:31:00,-20.99749073752623,93.19,85,Online,Uploaded,Not Buffered,0,Not Required
5407,S103,SHP0130,2026-08-01 09:36:00,-21.61261412609746,87.99,83,Online,Uploaded,Not Buffered,0,Not Required
5408,S103,SHP0130,2026-08-01 09:41:00,-20.53989304164068,71.99,83,Online,Uploaded,Not Buffered,0,Not Required
5409,S103,SHP0130,2026-08-01 09:46:00,-21.0821136077985,91.13,72,Online,Uploaded,Not Buffered,0,Not Required
5410,S103,SHP0130,2026-08-01 09:51:00,-20.55258002229787,74.37,94,Online,Uploaded,Not Buffered,0,Not Required
