log_id,sensor_id,shipment_id,recorded_at,temperature_c,battery_level,signal_strength,network_status
3319,S089,SHP0081,2026-08-02 05:47:00,5.448743142492188,92.94,98,Online
3320,S089,SHP0081,2026-08-02 05:52:00,5.928016288806904,76.13,74,Online
3321,S089,SHP0081,2026-08-02 05:57:00,5.078452583609563,92.02,96,Online
3322,S089,SHP0081,2026-08-02 06:02:00,4.6383726841056,92.72,99,Online
3323,S089,SHP0081,2026-08-02 06:07:00,4.38041578997861,96.35,99,Online
3324,S089,SHP0081,2026-08-02 06:12:00,5.1031903924884725,84.81,77,Online
3325,S089,SHP0081,2026-08-02 06:17:00,5.441550937326503,98.44,95,Online
3326,S089,SHP0081,2026-08-02 06:22:00,5.190067098598153,88.3,98,Online
3327,S089,SHP0081,2026-08-02 06:27:00,4.999038463632458,92.97,96,Online
3328,S089,SHP0081,2026-08-02 06:32:00,4.764291339284277,80.38,71,Online
3329,S089,SHP0081,2026-08-02 06:37:00,4.563134546912764,98.5,72,Online
3330,S089,SHP0081,2026-08-02 06:42:00,5.333900530529953,92.18,89,Online
3331,S089,SHP0081,2026-08-02 06:47:00,5.3655086485542345,72.42,99,Online
3332,S089,SHP0081,2026-08-02 06:52:00,4.381708085323707,84.36,87,Online
3333,S089,SHP0081,2026-08-02 06:57:00,5.635935591272274,78.12,74,Online
3334,S089,SHP0081,2026-08-02 07:02:00,5.2296284883576005,73.12,71,Online
3335,S089,SHP0081,2026-08-02 07:07:00,5.559837858058318,85.23,85,Online
3336,S089,SHP0081,2026-08-02 07:12:00,4.463148900605954,80.51,90,Online
3337,S089,SHP0081,2026-08-02 07:17:00,4.453670337833825,79.1,85,Online
3338,S089,SHP0081,2026-08-02 07:22:00,4.940412276093081,96.29,97,Online
3339,S089,SHP0081,2026-08-02 07:27:00,5.201113770758077,70.64,77,Online
3340,S089,SHP0081,2026-08-02 07:32:00,5.718544329170785,70.79,71,Online
3341,S089,SHP0081,2026-08-02 07:37:00,5.2824315655260525,94.34,95,Online
3342,S089,SHP0081,2026-08-02 07:42:00,4.902927489275187,88.24,87,Online
3343,S089,SHP0081,2026-08-02 07:47:00,4.589452316933643,90.46,82,Online
3344,S089,SHP0081,2026-08-02 07:52:00,5.49200022908766,70.54,93,Online
3345,S089,SHP0081,2026-08-02 07:57:00,4.614117829699714,71.56,85,Online
3346,S089,SHP0081,2026-08-02 08:02:00,5.651387421908929,81.32,94,Online
3347,S089,SHP0081,2026-08-02 08:07:00,4.886246140157397,82.89,74,Online
3348,S089,SHP0081,2026-08-02 08:12:00,5.63623282904714,86.49,83,Online
3349,S089,SHP0081,2026-08-02 08:17:00,5.271572516023712,83.14,73,Online
3350,S089,SHP0081,2026-08-02 08:22:00,4.945201804223017,88.47,98,Online
3351,S089,SHP0081,2026-08-02 08:27:00,4.7922414512695495,81.03,98,Online
3352,S089,SHP0081,2026-08-02 08:32:00,4.863636849061568,80.29,76,Online
3353,S089,SHP0081,2026-08-02 08:37:00,5.171326676950095,71.74,99,Online
3354,S089,SHP0081,2026-08-02 08:42:00,5.0308625984870865,72.76,77,Online
3355,S089,SHP0081,2026-08-02 08:47:00,4.762475436772518,76.81,70,Online
3356,S089,SHP0081,2026-08-02 08:52:00,4.933747435872947,92.58,93,Online
3357,S089,SHP0081,2026-08-02 08:57:00,5.03143081188766,93.8,95,Online
3358,S089,SHP0081,2026-08-02 09:02:00,4.148506362234075,71.37,88,Online
3359,S089,SHP0081,2026-08-02 09:07:00,5.18326724591548,70.45,95,Online
3360,S089,SHP0081,2026-08-02 09:12:00,4.608111510113277,77.5,93,Online
3361,S089,SHP0081,2026-08-02 09:17:00,4.538667038717702,72.3,71,Online
3362,S089,SHP0081,2026-08-02 09:22:00,4.325062261155716,83.16,74,Online
3363,S089,SHP0081,2026-08-02 09:27:00,4.282443000852844,71.31,79,Online
3364,S089,SHP0081,2026-08-02 09:32:00,4.457820998755084,88.07,81,Online
3365,S057,SHP0082,2026-08-06 06:41:00,-21.283608383052197,72.3,91,Online
3366,S057,SHP0082,2026-08-06 06:46:00,-20.21869634498937,98.15,78,Online
3367,S057,SHP0082,2026-08-06 06:51:00,-21.210351870358082,84.85,76,Online
3368,S057,SHP0082,2026-08-06 06:56:00,-20.92889995749279,94.4,93,Online
3369,S057,SHP0082,2026-08-06 07:01:00,-20.83980744539747,97.45,98,Online
3370,S057,SHP0082,2026-08-06 07:06:00,-20.94757392551366,83.31,77,Online
3371,S057,SHP0082,2026-08-06 07:11:00,-21.0309773842904,98.24,79,Online
3372,S057,SHP0082,2026-08-06 07:16:00,-21.478117505439698,86.54,94,Online
3373,S057,SHP0082,2026-08-06 07:21:00,-20.419628980688316,89.61,97,Online
3374,S057,SHP0082,2026-08-06 07:26:00,-20.277121342544845,96.79,86,Online
3375,S057,SHP0082,2026-08-06 07:31:00,-21.673063477649073,90.93,80,Online
3376,S057,SHP0082,2026-08-06 07:36:00,-21.409611436354552,73.13,86,Online
3377,S057,SHP0082,2026-08-06 07:41:00,-21.1119241369508,97.01,81,Online
3378,S057,SHP0082,2026-08-06 07:46:00,-21.385815117964075,98.52,92,Online
3379,S057,SHP0082,2026-08-06 07:51:00,-20.797613778617652,78.39,85,Online
3380,S057,SHP0082,2026-08-06 07:56:00,-21.291308880962646,97.36,76,Online
3381,S057,SHP0082,2026-08-06 08:01:00,-20.13397757287736,99.28,96,Online
3382,S057,SHP0082,2026-08-06 08:06:00,-20.523780562262562,79.15,77,Online
3383,S057,SHP0082,2026-08-06 08:11:00,-20.914970387747115,76.32,87,Online
3384,S057,SHP0082,2026-08-06 08:16:00,-20.589205494672107,91.75,81,Online
3385,S057,SHP0082,2026-08-06 08:21:00,-20.557639830257077,74.26,95,Online
3386,S057,SHP0082,2026-08-06 08:26:00,-21.225578995223298,90.95,77,Online
3387,S057,SHP0082,2026-08-06 08:31:00,-21.326486897816785,92.93,90,Online
3388,S057,SHP0082,2026-08-06 08:36:00,-20.968742774812142,73.43,100,Online
3389,S057,SHP0082,2026-08-06 08:41:00,-20.655345550200824,95.09,85,Online
3390,S057,SHP0082,2026-08-06 08:46:00,-20.944375840538633,78.34,78,Online
3391,S057,SHP0082,2026-08-06 08:51:00,-21.6307985928764,79.01,82,Online
3392,S057,SHP0082,2026-08-06 08:56:00,-21.321129777580335,72.53,100,Online
3393,S057,SHP0082,2026-08-06 09:01:00,-21.02958914543775,95.64,78,Online
3394,S057,SHP0082,2026-08-06 09:06:00,-21.03026624173033,84.86,82,Online
3395,S057,SHP0082,2026-08-06 09:11:00,-20.210983129284077,81.48,97,Online
3396,S057,SHP0082,2026-08-06 09:16:00,-21.5543951769596,71.33,84,Online
3397,S057,SHP0082,2026-08-06 09:21:00,-20.79776430326565,81.38,76,Online
3398,S057,SHP0082,2026-08-06 09:26:00,-20.404354756668685,82.93,91,Online
3399,S057,SHP0082,2026-08-06 09:31:00,-20.09142010183088,89.81,71,Online
3400,S057,SHP0082,2026-08-06 09:36:00,-21.161758969273585,86.25,71,Online
3401,S057,SHP0082,2026-08-06 09:41:00,-20.80342821891192,98.12,81,Online
3402,S057,SHP0082,2026-08-06 09:46:00,-20.77209585712054,88.26,99,Online
3403,S057,SHP0082,2026-08-06 09:51:00,-20.921807307378685,80.09,98,Online
3404,S057,SHP0082,2026-08-06 09:56:00,-21.039538080495724,97.22,96,Online
3405,S057,SHP0082,2026-08-06 10:01:00,-20.82560984419998,92.6,95,Online
3406,S057,SHP0082,2026-08-06 10:06:00,-22.012898434087873,92.72,76,Online
3407,S057,SHP0082,2026-08-06 10:11:00,-20.72717220397495,91.77,80,Online
3408,S057,SHP0082,2026-08-06 10:16:00,-20.949528838535212,83.02,89,Online
3409,S057,SHP0082,2026-08-06 10:21:00,-21.088989958711306,93.48,83,Online
3410,S057,SHP0082,2026-08-06 10:26:00,-20.181255121712177,92.06,99,Online
3411,S057,SHP0082,2026-08-06 10:31:00,-21.26997360751622,94.22,71,Online
3412,S057,SHP0082,2026-08-06 10:36:00,-21.161230395626013,81.64,87,Online
3413,S057,SHP0082,2026-08-06 10:41:00,-20.203378679118106,97.97,93,Online
3414,S057,SHP0082,2026-08-06 10:46:00,-21.332824521939944,95.76,79,Online
3415,S057,SHP0082,2026-08-06 10:51:00,-21.220046113174615,86.04,100,Online
3416,S057,SHP0082,2026-08-06 10:56:00,-21.05881016937234,87.18,83,Online
3417,S057,SHP0082,2026-08-06 11:01:00,-20.66370620714818,93.07,88,Online
3418,S057,SHP0082,2026-08-06 11:06:00,-20.916878997058674,74.88,78,Online
3419,S057,SHP0082,2026-08-06 11:11:00,-21.517050138860906,84.02,82,Online
3420,S057,SHP0082,2026-08-06 11:16:00,-21.212867425250877,77.15,99,Online
3421,S057,SHP0082,2026-08-06 11:21:00,-21.242941773284883,70.46,99,Online
3422,S057,SHP0082,2026-08-06 11:26:00,-21.03088841808922,90.48,95,Online
3423,S057,SHP0082,2026-08-06 11:31:00,-20.829662536548067,72.57,78,Online
3424,S057,SHP0082,2026-08-06 11:36:00,-20.83271769764481,93.14,77,Online
3425,S057,SHP0082,2026-08-06 11:41:00,-21.71040470161936,80.13,79,Online
3426,S057,SHP0082,2026-08-06 11:46:00,-20.574423604975657,71.16,82,Online
3427,S057,SHP0082,2026-08-06 11:51:00,-20.89897246160135,80.85,78,Online
3428,S057,SHP0082,2026-08-06 11:56:00,-20.446187180962436,77.52,91,Online
3429,S057,SHP0082,2026-08-06 12:01:00,-20.82232066908373,94.31,90,Online
3430,S057,SHP0082,2026-08-06 12:06:00,-20.559470816905694,70.37,89,Online
3431,S135,SHP0083,2026-08-04 05:24:00,-20.81338187541995,70.52,84,Online
3432,S135,SHP0083,2026-08-04 05:29:00,-20.4615096975189,83.99,70,Online
3433,S135,SHP0083,2026-08-04 05:34:00,-20.791099745592888,80.76,100,Online
3434,S135,SHP0083,2026-08-04 05:39:00,-21.039166098577162,95.33,90,Online
3435,S135,SHP0083,2026-08-04 05:44:00,-20.091026111821247,82.26,76,Online
3436,S135,SHP0083,2026-08-04 05:49:00,-20.644385151088045,98.17,88,Online
3437,S135,SHP0083,2026-08-04 05:54:00,-20.770502231598236,96.91,78,Online
3438,S135,SHP0083,2026-08-04 05:59:00,-21.510521766615334,79.42,87,Online
3439,S135,SHP0083,2026-08-04 06:04:00,-21.515323046985415,83.21,72,Online
3440,S135,SHP0083,2026-08-04 06:09:00,-20.882913807143257,92.98,78,Online
3441,S135,SHP0083,2026-08-04 06:14:00,-20.941791520892703,77.79,78,Online
3442,S135,SHP0083,2026-08-04 06:19:00,-21.245649026003328,73.82,85,Online
3443,S135,SHP0083,2026-08-04 06:24:00,-20.943606920155176,75.23,90,Online
3444,S135,SHP0083,2026-08-04 06:29:00,-20.36454922878256,88.54,97,Online
3445,S135,SHP0083,2026-08-04 06:34:00,-20.72183901017988,76.98,71,Online
3446,S135,SHP0083,2026-08-04 06:39:00,-21.456403403901096,71.16,90,Online
3447,S135,SHP0083,2026-08-04 06:44:00,-21.044603530857177,85.2,91,Online
3448,S135,SHP0083,2026-08-04 06:49:00,-21.321986592341023,87.4,84,Online
3449,S135,SHP0083,2026-08-04 06:54:00,-21.155079966563424,86.6,71,Online
3450,S135,SHP0083,2026-08-04 06:59:00,-21.165446266251855,71.82,77,Online
3451,S135,SHP0083,2026-08-04 07:04:00,-21.191058233041602,99.76,92,Online
3452,S135,SHP0083,2026-08-04 07:09:00,-21.50205414878936,70.48,78,Online
3453,S135,SHP0083,2026-08-04 07:14:00,-21.051061872607278,95.72,97,Online
3454,S135,SHP0083,2026-08-04 07:19:00,-21.224243054738924,86.21,81,Online
3455,S135,SHP0083,2026-08-04 07:24:00,-22.171779476000907,88.02,71,Online
3456,S135,SHP0083,2026-08-04 07:29:00,-20.178811190199333,73.27,81,Online
3457,S135,SHP0083,2026-08-04 07:34:00,-20.56449213831333,83.31,86,Online
3458,S135,SHP0083,2026-08-04 07:39:00,-21.150520289969997,72.32,86,Online
3459,S135,SHP0083,2026-08-04 07:44:00,-20.99247238010376,79.77,76,Online
3460,S135,SHP0083,2026-08-04 07:49:00,-21.468661738927025,94.87,81,Online
3461,S135,SHP0083,2026-08-04 07:54:00,-20.321710848875654,82.48,91,Online
3462,S135,SHP0083,2026-08-04 07:59:00,-20.241084522090755,82.79,90,Online
3463,S135,SHP0083,2026-08-04 08:04:00,-20.93732250870139,74.29,79,Online
3464,S135,SHP0083,2026-08-04 08:09:00,-20.590587742325862,88.21,80,Online
3465,S135,SHP0083,2026-08-04 08:14:00,-20.92988528842643,80.05,81,Online
3466,S135,SHP0083,2026-08-04 08:19:00,-21.534690175550374,96.92,83,Online
3467,S135,SHP0083,2026-08-04 08:24:00,-21.164729347585464,84.12,81,Online
3468,S135,SHP0083,2026-08-04 08:29:00,-20.94722881329122,88.66,79,Online
3469,S135,SHP0083,2026-08-04 08:34:00,-21.181819087497377,81.05,75,Online
3470,S135,SHP0083,2026-08-04 08:39:00,-21.087461310974014,97.91,79,Online
3471,S135,SHP0083,2026-08-04 08:44:00,-21.036559823003646,87.74,99,Online
3472,S135,SHP0083,2026-08-04 08:49:00,-21.032351399146183,88.27,73,Online
3473,S135,SHP0083,2026-08-04 08:54:00,-20.979096603801008,79.39,95,Online
3474,S135,SHP0083,2026-08-04 08:59:00,-21.42424202655864,93.43,92,Online
3475,S135,SHP0083,2026-08-04 09:04:00,-21.286806459651174,93.5,86,Online
3476,S135,SHP0083,2026-08-04 09:09:00,-21.51383370627999,80.32,92,Online
3477,S135,SHP0083,2026-08-04 09:14:00,-20.60887378012552,81.37,76,Online
3478,S135,SHP0083,2026-08-04 09:19:00,-21.84225877673613,70.98,88,Online
3479,S135,SHP0083,2026-08-04 09:24:00,-20.53856386267323,74.5,93,Online
3480,S114,SHP0084,2026-08-05 08:22:00,-20.445460241094864,88.91,88,Online
3481,S114,SHP0084,2026-08-05 08:27:00,-21.120872234793048,82.54,93,Online
3482,S114,SHP0084,2026-08-05 08:32:00,-22.04125483513092,73.64,93,Online
3483,S114,SHP0084,2026-08-05 08:37:00,-21.144524224786917,85.83,98,Online
3484,S114,SHP0084,2026-08-05 08:42:00,-21.025673664515526,88.21,71,Online
3485,S114,SHP0084,2026-08-05 08:47:00,-21.404239287971567,85.73,91,Online
3486,S114,SHP0084,2026-08-05 08:52:00,-21.206087357523298,79.51,84,Online
3487,S114,SHP0084,2026-08-05 08:57:00,-20.38792192045466,95.08,76,Online
3488,S114,SHP0084,2026-08-05 09:02:00,-20.734029135079304,97.33,79,Online
3489,S114,SHP0084,2026-08-05 09:07:00,-21.36982564575124,77.29,80,Online
3490,S114,SHP0084,2026-08-05 09:12:00,-21.639039667838173,99.32,94,Online
3491,S114,SHP0084,2026-08-05 09:17:00,-21.13080692704391,83.67,77,Online
3492,S114,SHP0084,2026-08-05 09:22:00,-21.085382711740174,99.17,93,Online
3493,S114,SHP0084,2026-08-05 09:27:00,-20.801520325054675,77.23,92,Online
3494,S114,SHP0084,2026-08-05 09:32:00,-21.214126685027065,98.73,93,Online
3495,S114,SHP0084,2026-08-05 09:37:00,-20.795400169855256,80.86,83,Online
3496,S114,SHP0084,2026-08-05 09:42:00,-20.225938383975908,86.81,81,Online
3497,S114,SHP0084,2026-08-05 09:47:00,-20.673799591022295,97.44,72,Online
3498,S114,SHP0084,2026-08-05 09:52:00,-21.01923540293231,84.52,90,Online
3499,S114,SHP0084,2026-08-05 09:57:00,-21.07326018842132,83.47,77,Online
3500,S114,SHP0084,2026-08-05 10:02:00,-21.142669253671947,76.89,83,Online
3501,S114,SHP0084,2026-08-05 10:07:00,-20.527743635019142,94.8,96,Online
3502,S114,SHP0084,2026-08-05 10:12:00,-21.250925378380522,97.77,74,Online
3503,S114,SHP0084,2026-08-05 10:17:00,-20.981910916400007,93.29,77,Online
3504,S114,SHP0084,2026-08-05 10:22:00,-20.979520839247566,90.22,83,Online
3505,S114,SHP0084,2026-08-05 10:27:00,-21.200713677124615,74.14,91,Online
3506,S114,SHP0084,2026-08-05 10:32:00,-21.54898621915364,93.88,78,Online
3507,S114,SHP0084,2026-08-05 10:37:00,-20.87081019855293,79.42,80,Online
3508,S114,SHP0084,2026-08-05 10:42:00,-21.024401588742155,82.26,72,Online
3509,S114,SHP0084,2026-08-05 10:47:00,-20.799903812225374,99.5,86,Online
3510,S114,SHP0084,2026-08-05 10:52:00,-21.213440122575665,84.83,88,Online
3511,S114,SHP0084,2026-08-05 10:57:00,-20.51167148047478,93.18,98,Online
3512,S114,SHP0084,2026-08-05 11:02:00,-21.350709512484737,75.4,98,Online
3513,S114,SHP0084,2026-08-05 11:07:00,-20.315183886392845,70.47,84,Online
3514,S114,SHP0084,2026-08-05 11:12:00,-21.699054603931305,82.56,73,Online
3515,S114,SHP0084,2026-08-05 11:17:00,-20.826091974177242,86.64,94,Online
3516,S114,SHP0084,2026-08-05 11:22:00,-20.80982772698935,84.1,99,Online
3517,S114,SHP0084,2026-08-05 11:27:00,-21.318222827176353,73.79,73,Online
3518,S114,SHP0084,2026-08-05 11:32:00,-20.830242424855594,95.02,71,Online
3519,S114,SHP0084,2026-08-05 11:37:00,-20.488192532095937,90.7,70,Online
3520,S114,SHP0084,2026-08-05 11:42:00,-21.886727535741628,73.97,72,Online
3521,S114,SHP0084,2026-08-05 11:47:00,-20.798902077003675,85.88,97,Online
3522,S114,SHP0084,2026-08-05 11:52:00,-21.997308328132032,97.13,82,Online
3523,S114,SHP0084,2026-08-05 11:57:00,-21.386265921409283,73.82,81,Online
3524,S114,SHP0084,2026-08-05 12:02:00,-20.348333454039622,86.71,92,Online
3525,S114,SHP0084,2026-08-05 12:07:00,-21.232712813356823,78.8,92,Online
3526,S114,SHP0084,2026-08-05 12:12:00,-21.469551985763587,96.92,80,Online
3527,S114,SHP0084,2026-08-05 12:17:00,-21.07917509159387,80.1,98,Online
3528,S114,SHP0084,2026-08-05 12:22:00,-20.172837464734577,88.5,89,Online
3529,S114,SHP0084,2026-08-05 12:27:00,-21.73267289888241,71.36,93,Online
3530,S114,SHP0084,2026-08-05 12:32:00,-21.42052396465574,97.62,93,Online
3531,S114,SHP0084,2026-08-05 12:37:00,-20.401027326728148,83.47,100,Online
3532,S114,SHP0084,2026-08-05 12:42:00,-20.256919062584906,88.92,83,Online
3533,S114,SHP0084,2026-08-05 12:47:00,-21.041372489716114,95.04,93,Online
3534,S114,SHP0084,2026-08-05 12:52:00,-21.495621081010658,92.73,79,Online
3535,S114,SHP0084,2026-08-05 12:57:00,-20.161662599276337,74.04,92,Online
3536,S114,SHP0084,2026-08-05 13:02:00,-20.36222304330032,91.71,75,Online
3537,S114,SHP0084,2026-08-05 13:07:00,-20.728421204895106,97.49,88,Online
3538,S114,SHP0084,2026-08-05 13:12:00,-21.324960939574968,85.28,99,Online
3539,S114,SHP0084,2026-08-05 13:17:00,-21.019611736335214,96.87,74,Online
3540,S114,SHP0084,2026-08-05 13:22:00,-21.064144032417932,87.79,88,Online
3541,S114,SHP0084,2026-08-05 13:27:00,-20.86765947815377,89.48,91,Online
3542,S114,SHP0084,2026-08-05 13:32:00,-20.419599424747467,79.61,82,Online
3543,S114,SHP0084,2026-08-05 13:37:00,-20.648233183545038,85.26,75,Online
3544,S114,SHP0084,2026-08-05 13:42:00,-21.430950430793903,78.38,88,Online
3545,S114,SHP0084,2026-08-05 13:47:00,-20.449401419992185,72.91,94,Online
3546,S114,SHP0084,2026-08-05 13:52:00,-20.87474714399474,84.8,79,Online
3547,S114,SHP0084,2026-08-05 13:57:00,-20.725173681656432,86.92,71,Online
3548,S114,SHP0084,2026-08-05 14:02:00,-20.41338365628856,85.76,98,Online
3549,S114,SHP0084,2026-08-05 14:07:00,-21.44463209980542,95.32,86,Online
3550,S112,SHP0085,2026-08-07 08:17:00,4.985669768517415,94.42,71,Online
3551,S112,SHP0085,2026-08-07 08:22:00,4.7874181794563135,96.47,93,Online
3552,S112,SHP0085,2026-08-07 08:27:00,4.372856229853817,76.32,93,Online
3553,S112,SHP0085,2026-08-07 08:32:00,5.138683991041968,78.35,86,Online
3554,S112,SHP0085,2026-08-07 08:37:00,6.00462262063377,88.46,98,Online
3555,S112,SHP0085,2026-08-07 08:42:00,4.263968902197699,80.42,73,Online
3556,S112,SHP0085,2026-08-07 08:47:00,4.987087755580212,73.56,75,Online
3557,S112,SHP0085,2026-08-07 08:52:00,5.256217174029909,84.6,78,Online
3558,S112,SHP0085,2026-08-07 08:57:00,5.049231280662473,96.56,77,Online
3559,S112,SHP0085,2026-08-07 09:02:00,4.954748778993704,98.18,79,Online
3560,S112,SHP0085,2026-08-07 09:07:00,4.480313454621671,99.66,78,Online
3561,S112,SHP0085,2026-08-07 09:12:00,5.093114697176065,73.18,94,Online
3562,S112,SHP0085,2026-08-07 09:17:00,4.6972944091936295,89.99,77,Online
3563,S112,SHP0085,2026-08-07 09:22:00,4.124031318008578,72.88,74,Online
3564,S112,SHP0085,2026-08-07 09:27:00,5.477836888205492,95.16,87,Online
3565,S112,SHP0085,2026-08-07 09:32:00,5.383354327936817,75.07,94,Online
3566,S112,SHP0085,2026-08-07 09:37:00,5.020664390740432,97.08,89,Online
3567,S112,SHP0085,2026-08-07 09:42:00,5.091629875282281,96.72,100,Online
3568,S112,SHP0085,2026-08-07 09:47:00,5.429727205086224,93.97,87,Online
3569,S112,SHP0085,2026-08-07 09:52:00,5.089735862711233,84.65,70,Online
3570,S112,SHP0085,2026-08-07 09:57:00,5.3616070219045255,70.77,96,Online
3571,S112,SHP0085,2026-08-07 10:02:00,4.88100711965046,78.46,76,Online
3572,S112,SHP0085,2026-08-07 10:07:00,5.524793495429579,87.13,100,Online
3573,S112,SHP0085,2026-08-07 10:12:00,5.128314290373074,83.34,93,Online
3574,S112,SHP0085,2026-08-07 10:17:00,5.077620777442349,94.93,74,Online
3575,S112,SHP0085,2026-08-07 10:22:00,4.4919755645151875,97.54,79,Online
3576,S112,SHP0085,2026-08-07 10:27:00,5.114782341720684,91.19,92,Online
3577,S112,SHP0085,2026-08-07 10:32:00,4.66721803300222,73.6,97,Online
3578,S112,SHP0085,2026-08-07 10:37:00,4.744686909388602,82.97,98,Online
3579,S112,SHP0085,2026-08-07 10:42:00,4.673849748673551,72.61,78,Online
3580,S112,SHP0085,2026-08-07 10:47:00,4.57350602724031,99.79,74,Online
3581,S108,SHP0086,2026-08-01 09:14:00,-20.150091438793215,79.81,72,Online
3582,S108,SHP0086,2026-08-01 09:19:00,-20.46746437520464,80.06,86,Online
3583,S108,SHP0086,2026-08-01 09:24:00,-20.231852999142294,88.92,84,Online
3584,S108,SHP0086,2026-08-01 09:29:00,-21.489158007822226,90.16,86,Online
3585,S108,SHP0086,2026-08-01 09:34:00,-20.971498500035644,91.2,72,Online
3586,S108,SHP0086,2026-08-01 09:39:00,-21.51740305008164,96.77,80,Online
3587,S108,SHP0086,2026-08-01 09:44:00,-21.278277950878827,83.0,71,Online
3588,S108,SHP0086,2026-08-01 09:49:00,-21.36725079336663,91.15,99,Online
3589,S108,SHP0086,2026-08-01 09:54:00,-20.504166397423376,79.53,86,Online
3590,S108,SHP0086,2026-08-01 09:59:00,-21.158491871240702,86.75,96,Online
3591,S108,SHP0086,2026-08-01 10:04:00,-20.572648266522393,96.33,96,Online
3592,S108,SHP0086,2026-08-01 10:09:00,-20.75835164416459,98.48,71,Online
3593,S108,SHP0086,2026-08-01 10:14:00,-20.078544499158085,70.24,90,Online
3594,S108,SHP0086,2026-08-01 10:19:00,-21.59177768925589,87.59,74,Online
3595,S108,SHP0086,2026-08-01 10:24:00,-20.49630670408528,98.29,97,Online
3596,S108,SHP0086,2026-08-01 10:29:00,-20.541423651839708,75.87,91,Online
3597,S109,SHP0087,2026-08-03 08:33:00,4.610648464789186,89.04,76,Online
3598,S109,SHP0087,2026-08-03 08:38:00,5.402853334589264,98.52,72,Online
3599,S109,SHP0087,2026-08-03 08:43:00,5.134457985210491,91.7,97,Online
3600,S109,SHP0087,2026-08-03 08:48:00,4.909009496018637,70.1,76,Online
3601,S109,SHP0087,2026-08-03 08:53:00,4.6704258052112,84.72,72,Online
3602,S109,SHP0087,2026-08-03 08:58:00,4.712356219420325,76.26,89,Online
3603,S109,SHP0087,2026-08-03 09:03:00,5.81992483831437,71.16,75,Online
3604,S109,SHP0087,2026-08-03 09:08:00,5.000273127582993,77.89,92,Online
3605,S109,SHP0087,2026-08-03 09:13:00,5.312852000612583,88.93,82,Online
3606,S109,SHP0087,2026-08-03 09:18:00,4.683640247332979,89.13,77,Online
3607,S109,SHP0087,2026-08-03 09:23:00,4.688058821511344,85.91,85,Online
3608,S109,SHP0087,2026-08-03 09:28:00,5.432793923699977,75.4,100,Online
3609,S109,SHP0087,2026-08-03 09:33:00,4.460169515379387,95.22,79,Online
3610,S109,SHP0087,2026-08-03 09:38:00,4.833914492837891,78.76,98,Online
3611,S109,SHP0087,2026-08-03 09:43:00,5.013610964428893,84.71,85,Online
3612,S109,SHP0087,2026-08-03 09:48:00,5.044549040736021,81.77,90,Online
3613,S109,SHP0087,2026-08-03 09:53:00,4.928362685993537,86.3,81,Online
3614,S109,SHP0087,2026-08-03 09:58:00,5.158327912438369,72.9,79,Online
3615,S109,SHP0087,2026-08-03 10:03:00,5.277142302327125,98.89,73,Online
3616,S109,SHP0087,2026-08-03 10:08:00,5.293855018183732,92.65,98,Online
3617,S109,SHP0087,2026-08-03 10:13:00,4.605678476532869,82.59,79,Online
3618,S109,SHP0087,2026-08-03 10:18:00,4.886337960828481,79.76,84,Online
3619,S109,SHP0087,2026-08-03 10:23:00,5.477905144750775,82.75,91,Online
3620,S109,SHP0087,2026-08-03 10:28:00,5.357858875029549,83.94,75,Online
3621,S109,SHP0087,2026-08-03 10:33:00,4.450856219407575,89.82,80,Online
3622,S109,SHP0087,2026-08-03 10:38:00,5.14059196014088,90.91,81,Online
3623,S109,SHP0087,2026-08-03 10:43:00,4.208709900250076,73.84,92,Online
3624,S109,SHP0087,2026-08-03 10:48:00,5.018773960824148,84.51,98,Online
3625,S109,SHP0087,2026-08-03 10:53:00,5.759106806698391,95.92,95,Online
3626,S109,SHP0087,2026-08-03 10:58:00,4.620842913092406,82.36,89,Online
3627,S109,SHP0087,2026-08-03 11:03:00,4.666270781803367,70.87,77,Online
3628,S109,SHP0087,2026-08-03 11:08:00,5.305611912629144,85.22,78,Online
3629,S109,SHP0087,2026-08-03 11:13:00,4.3828793939161415,95.53,98,Online
3630,S109,SHP0087,2026-08-03 11:18:00,4.746897988045984,71.82,83,Online
3631,S109,SHP0087,2026-08-03 11:23:00,5.238576455032701,79.7,94,Online
3632,S109,SHP0087,2026-08-03 11:28:00,4.746285660924238,79.53,91,Online
3633,S109,SHP0087,2026-08-03 11:33:00,4.905612005115612,94.27,82,Online
3634,S109,SHP0087,2026-08-03 11:38:00,5.297674284126014,81.96,83,Online
3635,S109,SHP0087,2026-08-03 11:43:00,5.168618433414625,71.64,99,Online
3636,S109,SHP0087,2026-08-03 11:48:00,5.106727358518161,91.85,85,Online
3637,S109,SHP0087,2026-08-03 11:53:00,4.8643510882919845,89.09,80,Online
3638,S109,SHP0087,2026-08-03 11:58:00,5.148024446107582,79.26,71,Online
3639,S109,SHP0087,2026-08-03 12:03:00,4.950506927960097,76.64,83,Online
3640,S109,SHP0087,2026-08-03 12:08:00,5.183122243970314,75.0,98,Online
3641,S109,SHP0087,2026-08-03 12:13:00,4.801227189952809,93.39,76,Online
3642,S109,SHP0087,2026-08-03 12:18:00,4.926972410248183,98.44,73,Online
3643,S109,SHP0087,2026-08-03 12:23:00,4.604016882979194,88.32,89,Online
3644,S109,SHP0087,2026-08-03 12:28:00,4.985996955997505,88.15,74,Online
3645,S109,SHP0087,2026-08-03 12:33:00,4.675599654548462,98.51,70,Online
