product_key,batch_id,product_name,product_type,min_temperature_c,max_temperature_c,quantity,expiry_date
372,B0372,Cheese,Chilled,2.0,8.0,97,2026-08-17
373,B0373,Frozen French Fries,Frozen,-25.0,-18.0,276,2026-08-28
374,B0374,Fresh Milk,Chilled,2.0,8.0,90,2026-08-20
375,B0375,Frozen Paneer,Frozen,-25.0,-18.0,186,2026-08-25
376,B0376,Fresh Cream,Chilled,2.0,8.0,212,2026-08-14
377,B0377,Frozen French Fries,Frozen,-25.0,-18.0,292,2026-08-14
378,B0378,Fresh Paneer,Chilled,2.0,8.0,267,2026-08-10
379,B0379,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,172,2026-08-11
380,B0380,Fresh Paneer,Chilled,2.0,8.0,126,2026-08-26
381,B0381,Fresh Paneer,Chilled,2.0,8.0,265,2026-08-15
382,B0382,Fresh Paneer,Chilled,2.0,8.0,82,2026-08-22
383,B0383,Cheese,Chilled,2.0,8.0,196,2026-08-28
384,B0384,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,41,2026-08-13
385,B0385,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,246,2026-08-24
386,B0386,Cheese,Chilled,2.0,8.0,129,2026-08-10
387,B0387,Fresh Cream,Chilled,2.0,8.0,159,2026-08-08
388,B0388,Frozen Paneer,Frozen,-25.0,-18.0,142,2026-08-11
389,B0389,Frozen Paneer,Frozen,-25.0,-18.0,135,2026-08-24
390,B0390,Frozen Peas,Frozen,-25.0,-18.0,71,2026-08-17
391,B0391,Cheese,Chilled,2.0,8.0,71,2026-08-25
392,B0392,Frozen Peas,Frozen,-25.0,-18.0,100,2026-08-17
393,B0393,Cheese,Chilled,2.0,8.0,122,2026-08-28
394,B0394,Fresh Paneer,Chilled,2.0,8.0,166,2026-08-24
395,B0395,Frozen Peas,Frozen,-25.0,-18.0,138,2026-08-21
396,B0396,Frozen Corn,Frozen,-25.0,-18.0,233,2026-08-30
397,B0397,Frozen Peas,Frozen,-25.0,-18.0,223,2026-08-29
398,B0398,Yogurt,Chilled,2.0,8.0,168,2026-08-05
399,B0399,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,74,2026-08-14
400,B0400,Cheese,Chilled,2.0,8.0,298,2026-08-20
401,B0401,Yogurt,Chilled,2.0,8.0,278,2026-08-18
402,B0402,Yogurt,Chilled,2.0,8.0,77,2026-08-14
403,B0403,Frozen French Fries,Frozen,-25.0,-18.0,151,2026-08-26
404,B0404,Frozen Peas,Frozen,-25.0,-18.0,192,2026-08-29
405,B0405,Fresh Cream,Chilled,2.0,8.0,118,2026-08-09
406,B0406,Cheese,Chilled,2.0,8.0,283,2026-08-14
407,B0407,Frozen French Fries,Frozen,-25.0,-18.0,68,2026-08-09
408,B0408,Frozen French Fries,Frozen,-25.0,-18.0,185,2026-08-11
409,B0409,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,216,2026-08-11
410,B0410,Fresh Paneer,Chilled,2.0,8.0,188,2026-08-13
411,B0411,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,204,2026-08-26
412,B0412,Frozen Peas,Frozen,-25.0,-18.0,80,2026-08-18
413,B0413,Yogurt,Chilled,2.0,8.0,227,2026-08-25
414,B0414,Fresh Milk,Chilled,2.0,8.0,171,2026-08-15
415,B0415,Frozen Corn,Frozen,-25.0,-18.0,88,2026-08-19
416,B0416,Frozen French Fries,Frozen,-25.0,-18.0,211,2026-08-17
417,B0417,Fresh Cream,Chilled,2.0,8.0,131,2026-08-28
418,B0418,Frozen Paneer,Frozen,-25.0,-18.0,61,2026-08-20
419,B0419,Fresh Cream,Chilled,2.0,8.0,205,2026-08-06
420,B0420,Frozen Peas,Frozen,-25.0,-18.0,300,2026-08-20
421,B0421,Frozen Paneer,Frozen,-25.0,-18.0,294,2026-08-08
422,B0422,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,286,2026-08-18
423,B0423,Frozen Corn,Frozen,-25.0,-18.0,270,2026-08-06
424,B0424,Fresh Milk,Chilled,2.0,8.0,252,2026-08-08
425,B0425,Cheese,Chilled,2.0,8.0,49,2026-08-21
426,B0426,Fresh Paneer,Chilled,2.0,8.0,31,2026-08-16
427,B0427,Fresh Milk,Chilled,2.0,8.0,131,2026-08-22
428,B0428,Frozen Peas,Frozen,-25.0,-18.0,236,2026-08-15
429,B0429,Frozen Paneer,Frozen,-25.0,-18.0,50,2026-08-06
430,B0430,Fresh Milk,Chilled,2.0,8.0,166,2026-08-17
431,B0431,Frozen Corn,Frozen,-25.0,-18.0,235,2026-08-15
432,B0432,Cheese,Chilled,2.0,8.0,213,2026-08-16
433,B0433,Frozen Paneer,Frozen,-25.0,-18.0,88,2026-08-24
434,B0434,Fresh Milk,Chilled,2.0,8.0,111,2026-08-21
435,B0435,Fresh Cream,Chilled,2.0,8.0,85,2026-08-27
436,B0436,Frozen Peas,Frozen,-25.0,-18.0,31,2026-08-13
437,B0437,Fresh Cream,Chilled,2.0,8.0,237,2026-08-21
438,B0438,Yogurt,Chilled,2.0,8.0,146,2026-08-18
439,B0439,Yogurt,Chilled,2.0,8.0,161,2026-08-10
440,B0440,Frozen Peas,Frozen,-25.0,-18.0,234,2026-08-23
441,B0441,Frozen Corn,Frozen,-25.0,-18.0,125,2026-08-06
442,B0442,Frozen Paneer,Frozen,-25.0,-18.0,37,2026-08-18
443,B0443,Frozen Corn,Frozen,-25.0,-18.0,42,2026-08-16
444,B0444,Yogurt,Chilled,2.0,8.0,296,2026-08-10
445,B0445,Frozen Corn,Frozen,-25.0,-18.0,277,2026-08-13
446,B0446,Frozen Paneer,Frozen,-25.0,-18.0,183,2026-08-22
447,B0447,Yogurt,Chilled,2.0,8.0,174,2026-08-08
448,B0448,Frozen French Fries,Frozen,-25.0,-18.0,173,2026-08-12
449,B0449,Frozen Paneer,Frozen,-25.0,-18.0,109,2026-08-24
450,B0450,Fresh Cream,Chilled,2.0,8.0,273,2026-08-05
451,B0451,Cheese,Chilled,2.0,8.0,288,2026-08-14
452,B0452,Cheese,Chilled,2.0,8.0,96,2026-08-13
453,B0453,Yogurt,Chilled,2.0,8.0,295,2026-08-19
454,B0454,Frozen Corn,Frozen,-25.0,-18.0,173,2026-08-31
455,B0455,Frozen French Fries,Frozen,-25.0,-18.0,49,2026-08-21
456,B0456,Cheese,Chilled,2.0,8.0,291,2026-08-08
457,B0457,Yogurt,Chilled,2.0,8.0,150,2026-08-10
458,B0458,Fresh Milk,Chilled,2.0,8.0,250,2026-08-31
459,B0459,Fresh Milk,Chilled,2.0,8.0,294,2026-08-27
460,B0460,Frozen Peas,Frozen,-25.0,-18.0,157,2026-08-16
461,B0461,Frozen Peas,Frozen,-25.0,-18.0,116,2026-08-29
462,B0462,Frozen French Fries,Frozen,-25.0,-18.0,126,2026-08-31
463,B0463,Fresh Paneer,Chilled,2.0,8.0,27,2026-08-10
464,B0464,Frozen Peas,Frozen,-25.0,-18.0,265,2026-08-11
465,B0465,Frozen French Fries,Frozen,-25.0,-18.0,142,2026-08-21
466,B0466,Fresh Paneer,Chilled,2.0,8.0,214,2026-08-18
467,B0467,Fresh Paneer,Chilled,2.0,8.0,153,2026-08-15
468,B0468,Cheese,Chilled,2.0,8.0,70,2026-08-29
469,B0469,Fresh Paneer,Chilled,2.0,8.0,124,2026-08-15
470,B0470,Cheese,Chilled,2.0,8.0,43,2026-08-22
471,B0471,Frozen Corn,Frozen,-25.0,-18.0,28,2026-08-12
472,B0472,Fresh Paneer,Chilled,2.0,8.0,98,2026-08-10
473,B0473,Yogurt,Chilled,2.0,8.0,214,2026-08-22
474,B0474,Frozen French Fries,Frozen,-25.0,-18.0,192,2026-08-12
475,B0475,Cheese,Chilled,2.0,8.0,255,2026-08-09
476,B0476,Yogurt,Chilled,2.0,8.0,91,2026-08-27
477,B0477,Yogurt,Chilled,2.0,8.0,297,2026-08-24
478,B0478,Frozen Paneer,Frozen,-25.0,-18.0,37,2026-08-30
479,B0479,Frozen Peas,Frozen,-25.0,-18.0,23,2026-08-17
480,B0480,Frozen Corn,Frozen,-25.0,-18.0,54,2026-08-26
481,B0481,Frozen Peas,Frozen,-25.0,-18.0,131,2026-08-20
482,B0482,Fresh Paneer,Chilled,2.0,8.0,50,2026-08-23
483,B0483,Cheese,Chilled,2.0,8.0,28,2026-08-04
484,B0484,Fresh Milk,Chilled,2.0,8.0,28,2026-08-20
485,B0485,Fresh Cream,Chilled,2.0,8.0,166,2026-08-04
486,B0486,Yogurt,Chilled,2.0,8.0,74,2026-08-07
487,B0487,Frozen Corn,Frozen,-25.0,-18.0,118,2026-08-23
488,B0488,Fresh Paneer,Chilled,2.0,8.0,156,2026-08-29
489,B0489,Fresh Milk,Chilled,2.0,8.0,211,2026-08-16
490,B0490,Fresh Cream,Chilled,2.0,8.0,144,2026-08-26
491,B0491,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,61,2026-08-24
492,B0492,Frozen Peas,Frozen,-25.0,-18.0,227,2026-08-16
493,B0493,Fresh Cream,Chilled,2.0,8.0,263,2026-08-05
494,B0494,Frozen Corn,Frozen,-25.0,-18.0,62,2026-08-19
495,B0495,Fresh Paneer,Chilled,2.0,8.0,68,2026-08-20
496,B0496,Frozen Corn,Frozen,-25.0,-18.0,128,2026-08-31
497,B0497,Fresh Paneer,Chilled,2.0,8.0,43,2026-08-06
498,B0498,Fresh Cream,Chilled,2.0,8.0,36,2026-08-09
499,B0499,Fresh Milk,Chilled,2.0,8.0,126,2026-08-22
500,B0500,Frozen French Fries,Frozen,-25.0,-18.0,59,2026-08-13
