shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,status
SHP0257,B0257,V021,Mumbai,Madurai,2026-08-02 10:06:00,2026-08-02 11:29:00,Completed
SHP0258,B0258,V087,Coimbatore,Pune,2026-08-01 06:52:00,2026-08-01 11:21:00,Completed
SHP0259,B0259,V021,Bangalore,Kochi,2026-08-06 09:12:00,2026-08-06 11:48:00,Completed
SHP0260,B0260,V005,Bangalore,Salem,2026-08-07 06:29:00,2026-08-07 09:06:00,Completed
SHP0261,B0261,V065,Madurai,Bangalore,2026-08-07 08:02:00,2026-08-07 10:05:00,Completed
SHP0262,B0262,V034,Pune,Bengaluru,2026-08-02 09:08:00,2026-08-02 14:23:00,Completed
SHP0263,B0263,V071,Chennai,Mumbai,2026-08-03 10:03:00,2026-08-03 15:46:00,Completed
SHP0264,B0264,V004,Salem,Bengaluru,2026-08-02 08:59:00,2026-08-02 14:19:00,Completed
SHP0265,B0265,V037,Coimbatore,Bengaluru,2026-08-05 06:46:00,2026-08-05 08:51:00,Completed
SHP0266,B0266,V058,Bangalore,Salem,2026-08-03 10:38:00,2026-08-03 14:22:00,Completed
SHP0267,B0267,V072,Mumbai,Salem,2026-08-06 08:38:00,2026-08-06 11:45:00,Completed
SHP0268,B0268,V001,Kochi,Salem,2026-08-02 07:18:00,2026-08-02 12:09:00,Completed
SHP0269,B0269,V024,Coimbatore,Salem,2026-08-02 09:44:00,2026-08-02 15:06:00,Completed
SHP0270,B0270,V070,Kochi,Mumbai,2026-08-04 07:45:00,2026-08-04 13:28:00,Completed
SHP0271,B0271,V086,Hyderabad,Bengaluru,2026-08-07 10:18:00,2026-08-07 14:14:00,Completed
SHP0272,B0272,V020,Coimbatore,Mumbai,2026-08-02 09:44:00,2026-08-02 13:29:00,Completed
SHP0273,B0273,V032,Bangalore,Madurai,2026-08-05 09:30:00,2026-08-05 15:28:00,Completed
SHP0274,B0274,V006,Bengaluru,Salem,2026-08-04 10:47:00,2026-08-04 16:20:00,Completed
SHP0275,B0275,V096,Kochi,Salem,2026-08-01 05:33:00,2026-08-01 07:27:00,Completed
SHP0276,B0276,V057,Chennai,Salem,2026-08-05 06:03:00,2026-08-05 07:31:00,Completed
SHP0277,B0277,V031,Hyderabad,Kochi,2026-08-05 06:18:00,2026-08-05 09:26:00,Completed
SHP0278,B0278,V087,Coimbatore,Chennai,2026-08-06 10:50:00,2026-08-06 14:21:00,Completed
SHP0279,B0279,V095,Hyderabad,Mumbai,2026-08-01 05:22:00,2026-08-01 10:13:00,Completed
SHP0280,B0280,V001,Bangalore,Bengaluru,2026-08-06 10:47:00,2026-08-06 16:34:00,Completed
SHP0281,B0281,V062,Hyderabad,Mumbai,2026-08-04 08:15:00,2026-08-04 13:36:00,Completed
SHP0282,B0282,V054,Kochi,Chennai,2026-08-05 08:24:00,2026-08-05 12:57:00,Completed
SHP0283,B0283,V005,Madurai,Mumbai,2026-08-01 05:00:00,2026-08-01 08:08:00,Completed
SHP0284,B0284,V052,Hyderabad,Bengaluru,2026-08-04 08:53:00,2026-08-04 11:48:00,Completed
SHP0285,B0285,V019,Madurai,Bengaluru,2026-08-04 09:47:00,2026-08-04 12:27:00,Completed
SHP0286,B0286,V070,Hyderabad,Kochi,2026-08-05 08:11:00,2026-08-05 09:49:00,Completed
SHP0287,B0287,V037,Coimbatore,Mumbai,2026-08-06 05:24:00,2026-08-06 06:44:00,Completed
SHP0288,B0288,V092,Salem,Kochi,2026-08-02 09:16:00,2026-08-02 11:22:00,Completed
SHP0289,B0289,V001,Coimbatore,Bengaluru,2026-08-04 07:00:00,2026-08-04 10:49:00,Completed
SHP0290,B0290,V045,Pune,Coimbatore,2026-08-03 05:09:00,2026-08-03 08:54:00,Completed
SHP0291,B0291,V090,Bengaluru,Chennai,2026-08-03 10:39:00,2026-08-03 14:13:00,Completed
SHP0292,B0292,V079,Pune,Bengaluru,2026-08-03 09:22:00,2026-08-03 10:59:00,Completed
SHP0293,B0293,V098,Madurai,Mumbai,2026-08-01 06:11:00,2026-08-01 11:37:00,Completed
SHP0294,B0294,V037,Bangalore,Mumbai,2026-08-01 06:26:00,2026-08-01 12:04:00,Completed
SHP0295,B0295,V021,Mumbai,Salem,2026-08-05 05:22:00,2026-08-05 08:15:00,Completed
SHP0296,B0296,V026,Hyderabad,Madurai,2026-08-03 07:23:00,2026-08-03 10:53:00,Completed
SHP0297,B0297,V100,Hyderabad,Bengaluru,2026-08-07 09:30:00,2026-08-07 15:17:00,Completed
SHP0298,B0298,V093,Chennai,Bangalore,2026-08-01 10:22:00,2026-08-01 15:10:00,Completed
SHP0299,B0299,V004,Hyderabad,Bengaluru,2026-08-06 09:15:00,2026-08-06 10:35:00,Completed
SHP0300,B0300,V065,Madurai,Salem,2026-08-01 05:24:00,2026-08-01 08:35:00,Completed
SHP0301,B0301,V032,Mumbai,Kochi,2026-08-03 05:58:00,2026-08-03 11:22:00,Completed
SHP0302,B0302,V064,Madurai,Mumbai,2026-08-07 09:28:00,2026-08-07 14:37:00,Completed
SHP0303,B0303,V035,Chennai,Kochi,2026-08-04 10:12:00,2026-08-04 13:56:00,Completed
SHP0304,B0304,V063,Mumbai,Bangalore,2026-08-04 05:10:00,2026-08-04 10:45:00,Completed
SHP0305,B0305,V019,Mumbai,Chennai,2026-08-07 10:04:00,2026-08-07 12:51:00,Completed
SHP0306,B0306,V083,Hyderabad,Salem,2026-08-03 05:13:00,2026-08-03 10:48:00,Completed
SHP0307,B0307,V046,Salem,Bangalore,2026-08-03 10:43:00,2026-08-03 13:01:00,Completed
SHP0308,B0308,V007,Chennai,Pune,2026-08-04 10:21:00,2026-08-04 11:40:00,Completed
SHP0309,B0309,V075,Bangalore,Chennai,2026-08-05 06:50:00,2026-08-05 09:58:00,Completed
SHP0310,B0310,V011,Mumbai,Bangalore,2026-08-05 09:52:00,2026-08-05 12:48:00,Completed
SHP0311,B0311,V041,Kochi,Salem,2026-08-04 08:28:00,2026-08-04 12:55:00,Completed
SHP0312,B0312,V028,Salem,Madurai,2026-08-07 05:24:00,2026-08-07 07:24:00,Completed
SHP0313,B0313,V056,Mumbai,Chennai,2026-08-04 10:46:00,2026-08-04 12:18:00,Completed
SHP0314,B0314,V082,Bengaluru,Chennai,2026-08-04 10:54:00,2026-08-04 12:31:00,Completed
SHP0315,B0315,V056,Madurai,Mumbai,2026-08-02 05:18:00,2026-08-02 08:52:00,Completed
SHP0316,B0316,V054,Bengaluru,Bangalore,2026-08-02 07:48:00,2026-08-02 12:32:00,Completed
SHP0317,B0317,V050,Salem,Chennai,2026-08-01 08:10:00,2026-08-01 13:43:00,Completed
SHP0318,B0318,V001,Hyderabad,Coimbatore,2026-08-01 10:25:00,2026-08-01 16:04:00,Completed
SHP0319,B0319,V092,Kochi,Coimbatore,2026-08-06 07:43:00,2026-08-06 11:54:00,Completed
SHP0320,B0320,V016,Chennai,Mumbai,2026-08-06 09:09:00,2026-08-06 11:12:00,Completed
SHP0321,B0321,V085,Chennai,Bengaluru,2026-08-03 09:25:00,2026-08-03 15:00:00,Completed
SHP0322,B0322,V047,Mumbai,Bangalore,2026-08-03 07:13:00,2026-08-03 11:09:00,Completed
SHP0323,B0323,V019,Hyderabad,Salem,2026-08-06 10:54:00,2026-08-06 16:16:00,Completed
SHP0324,B0324,V010,Coimbatore,Hyderabad,2026-08-01 09:53:00,2026-08-01 13:02:00,Completed
SHP0325,B0325,V028,Hyderabad,Bangalore,2026-08-05 06:42:00,2026-08-05 12:32:00,Completed
SHP0326,B0326,V099,Chennai,Mumbai,2026-08-06 08:41:00,2026-08-06 14:22:00,Completed
SHP0327,B0327,V022,Bangalore,Kochi,2026-08-07 10:04:00,2026-08-07 13:12:00,Completed
SHP0328,B0328,V033,Bangalore,Hyderabad,2026-08-02 10:37:00,2026-08-02 15:46:00,Completed
SHP0329,B0329,V071,Madurai,Coimbatore,2026-08-01 10:41:00,2026-08-01 13:41:00,Completed
SHP0330,B0330,V097,Bangalore,Kochi,2026-08-06 09:04:00,2026-08-06 11:43:00,Completed
SHP0331,B0331,V010,Madurai,Pune,2026-08-05 08:21:00,2026-08-05 11:57:00,Completed
SHP0332,B0332,V080,Bengaluru,Coimbatore,2026-08-06 09:36:00,2026-08-06 13:42:00,Completed
SHP0333,B0333,V030,Madurai,Salem,2026-08-04 06:00:00,2026-08-04 09:40:00,Completed
SHP0334,B0334,V046,Hyderabad,Salem,2026-08-06 07:53:00,2026-08-06 11:57:00,Completed
SHP0335,B0335,V034,Coimbatore,Madurai,2026-08-01 08:29:00,2026-08-01 13:17:00,Completed
SHP0336,B0336,V050,Madurai,Kochi,2026-08-04 08:35:00,2026-08-04 10:30:00,Completed
SHP0337,B0337,V064,Coimbatore,Bengaluru,2026-08-03 05:53:00,2026-08-03 09:16:00,Completed
SHP0338,B0338,V036,Coimbatore,Mumbai,2026-08-04 06:16:00,2026-08-04 07:55:00,Completed
SHP0339,B0339,V061,Bangalore,Chennai,2026-08-04 09:40:00,2026-08-04 10:55:00,Completed
SHP0340,B0340,V093,Bengaluru,Salem,2026-08-03 09:13:00,2026-08-03 10:31:00,Completed
SHP0341,B0341,V018,Mumbai,Kochi,2026-08-04 09:57:00,2026-08-04 15:33:00,Completed
SHP0342,B0342,V085,Pune,Coimbatore,2026-08-07 07:25:00,2026-08-07 10:19:00,Completed
SHP0343,B0343,V051,Bengaluru,Kochi,2026-08-06 06:29:00,2026-08-06 11:45:00,Completed
SHP0344,B0344,V075,Mumbai,Bangalore,2026-08-07 08:23:00,2026-08-07 13:40:00,Completed
SHP0345,B0345,V070,Chennai,Hyderabad,2026-08-07 09:43:00,2026-08-07 12:07:00,Completed
SHP0346,B0346,V023,Mumbai,Coimbatore,2026-08-03 08:10:00,2026-08-03 10:41:00,Completed
SHP0347,B0347,V097,Bengaluru,Coimbatore,2026-08-03 10:46:00,2026-08-03 15:53:00,Completed
SHP0348,B0348,V035,Madurai,Chennai,2026-08-07 06:48:00,2026-08-07 11:57:00,Completed
SHP0349,B0349,V082,Hyderabad,Bangalore,2026-08-05 07:23:00,2026-08-05 10:22:00,Completed
SHP0350,B0350,V093,Chennai,Hyderabad,2026-08-02 09:58:00,2026-08-02 14:02:00,Completed
SHP0351,B0351,V099,Salem,Pune,2026-08-02 08:56:00,2026-08-02 10:19:00,Completed
SHP0352,B0352,V086,Chennai,Madurai,2026-08-06 05:45:00,2026-08-06 11:11:00,Completed
SHP0353,B0353,V012,Kochi,Bengaluru,2026-08-06 09:36:00,2026-08-06 12:05:00,Completed
SHP0354,B0354,V042,Salem,Madurai,2026-08-06 09:41:00,2026-08-06 11:20:00,Completed
SHP0355,B0355,V086,Mumbai,Kochi,2026-08-04 08:58:00,2026-08-04 11:52:00,Completed
SHP0356,B0356,V100,Mumbai,Salem,2026-08-05 07:52:00,2026-08-05 11:48:00,Completed
SHP0357,B0357,V039,Pune,Bengaluru,2026-08-03 05:32:00,2026-08-03 07:43:00,Completed
SHP0358,B0358,V072,Pune,Coimbatore,2026-08-01 06:04:00,2026-08-01 11:27:00,Completed
SHP0359,B0359,V081,Kochi,Hyderabad,2026-08-07 06:11:00,2026-08-07 08:31:00,Completed
SHP0360,B0360,V008,Madurai,Bengaluru,2026-08-06 10:52:00,2026-08-06 12:52:00,Completed
SHP0361,B0361,V098,Hyderabad,Salem,2026-08-03 07:46:00,2026-08-03 09:44:00,Completed
SHP0362,B0362,V036,Pune,Hyderabad,2026-08-02 09:10:00,2026-08-02 13:40:00,Completed
SHP0363,B0363,V060,Chennai,Hyderabad,2026-08-05 05:08:00,2026-08-05 11:01:00,Completed
SHP0364,B0364,V020,Bengaluru,Coimbatore,2026-08-04 06:40:00,2026-08-04 12:02:00,Completed
SHP0365,B0365,V008,Chennai,Bengaluru,2026-08-07 06:03:00,2026-08-07 08:28:00,Completed
SHP0366,B0366,V093,Kochi,Coimbatore,2026-08-04 09:25:00,2026-08-04 15:13:00,Completed
SHP0367,B0367,V061,Chennai,Kochi,2026-08-05 05:13:00,2026-08-05 10:02:00,Completed
SHP0368,B0368,V080,Bengaluru,Pune,2026-08-02 08:10:00,2026-08-02 11:02:00,Completed
SHP0369,B0369,V039,Salem,Bengaluru,2026-08-07 06:50:00,2026-08-07 12:48:00,Completed
SHP0370,B0370,V011,Coimbatore,Bengaluru,2026-08-04 10:32:00,2026-08-04 13:47:00,Completed
SHP0371,B0371,V075,Coimbatore,Madurai,2026-08-06 08:38:00,2026-08-06 10:13:00,Completed
SHP0372,B0372,V026,Hyderabad,Salem,2026-08-04 08:08:00,2026-08-04 10:03:00,Completed
SHP0373,B0373,V060,Chennai,Hyderabad,2026-08-01 09:55:00,2026-08-01 15:13:00,Completed
SHP0374,B0374,V095,Salem,Coimbatore,2026-08-03 09:06:00,2026-08-03 11:36:00,Completed
SHP0375,B0375,V005,Pune,Bengaluru,2026-08-03 09:02:00,2026-08-03 14:34:00,Completed
SHP0376,B0376,V018,Mumbai,Bangalore,2026-08-07 05:30:00,2026-08-07 07:36:00,Completed
SHP0377,B0377,V050,Bengaluru,Mumbai,2026-08-07 05:57:00,2026-08-07 10:37:00,Completed
SHP0378,B0378,V098,Mumbai,Salem,2026-08-06 07:55:00,2026-08-06 09:17:00,Completed
SHP0379,B0379,V006,Mumbai,Salem,2026-08-06 06:51:00,2026-08-06 11:57:00,Completed
SHP0380,B0380,V058,Salem,Madurai,2026-08-04 09:51:00,2026-08-04 15:45:00,Completed
SHP0381,B0381,V045,Bangalore,Salem,2026-08-04 06:16:00,2026-08-04 11:20:00,Completed
SHP0382,B0382,V092,Hyderabad,Bangalore,2026-08-07 07:38:00,2026-08-07 13:16:00,Completed
SHP0383,B0383,V096,Salem,Kochi,2026-08-06 06:00:00,2026-08-06 07:03:00,Completed
SHP0384,B0384,V098,Bengaluru,Mumbai,2026-08-05 05:33:00,2026-08-05 06:36:00,Completed
SHP0385,B0385,V057,Salem,Hyderabad,2026-08-06 10:51:00,2026-08-06 14:32:00,Completed
SHP0386,B0386,V096,Salem,Madurai,2026-08-03 05:09:00,2026-08-03 09:47:00,Completed
SHP0387,B0387,V033,Bengaluru,Kochi,2026-08-03 07:54:00,2026-08-03 13:28:00,Completed
SHP0388,B0388,V087,Salem,Bengaluru,2026-08-02 07:39:00,2026-08-02 11:00:00,Completed
SHP0389,B0389,V020,Salem,Hyderabad,2026-08-03 08:35:00,2026-08-03 14:20:00,Completed
SHP0390,B0390,V085,Pune,Coimbatore,2026-08-04 07:35:00,2026-08-04 13:19:00,Completed
SHP0391,B0391,V079,Pune,Kochi,2026-08-02 07:36:00,2026-08-02 11:32:00,Completed
SHP0392,B0392,V033,Salem,Coimbatore,2026-08-05 10:07:00,2026-08-05 13:04:00,Completed
SHP0393,B0393,V008,Pune,Coimbatore,2026-08-05 05:13:00,2026-08-05 10:33:00,Completed
SHP0394,B0394,V065,Salem,Madurai,2026-08-03 09:39:00,2026-08-03 11:05:00,Completed
SHP0395,B0395,V053,Coimbatore,Salem,2026-08-06 10:00:00,2026-08-06 11:46:00,Completed
SHP0396,B0396,V046,Coimbatore,Pune,2026-08-07 09:27:00,2026-08-07 11:12:00,Completed
SHP0397,B0397,V082,Bangalore,Kochi,2026-08-06 06:23:00,2026-08-06 08:03:00,Completed
SHP0398,B0398,V092,Bengaluru,Chennai,2026-08-05 10:24:00,2026-08-05 14:49:00,Completed
SHP0399,B0399,V096,Bengaluru,Mumbai,2026-08-07 07:45:00,2026-08-07 09:14:00,Completed
SHP0400,B0400,V031,Coimbatore,Pune,2026-08-03 08:00:00,2026-08-03 10:43:00,Completed
SHP0401,B0401,V063,Mumbai,Kochi,2026-08-03 06:02:00,2026-08-03 11:23:00,Completed
SHP0402,B0402,V080,Mumbai,Hyderabad,2026-08-03 09:10:00,2026-08-03 10:28:00,Completed
SHP0403,B0403,V054,Madurai,Hyderabad,2026-08-06 10:00:00,2026-08-06 12:20:00,Completed
SHP0404,B0404,V024,Bangalore,Kochi,2026-08-05 08:22:00,2026-08-05 12:44:00,Completed
SHP0405,B0405,V034,Salem,Bengaluru,2026-08-03 06:33:00,2026-08-03 07:40:00,Completed
SHP0406,B0406,V050,Bangalore,Mumbai,2026-08-03 07:46:00,2026-08-03 13:32:00,Completed
SHP0407,B0407,V062,Bengaluru,Madurai,2026-08-01 07:52:00,2026-08-01 11:13:00,Completed
SHP0408,B0408,V062,Hyderabad,Bengaluru,2026-08-03 06:29:00,2026-08-03 10:55:00,Completed
SHP0409,B0409,V041,Bengaluru,Chennai,2026-08-01 07:11:00,2026-08-01 11:39:00,Completed
SHP0410,B0410,V045,Mumbai,Bangalore,2026-08-07 09:04:00,2026-08-07 14:21:00,Completed
SHP0411,B0411,V059,Kochi,Madurai,2026-08-04 05:51:00,2026-08-04 11:13:00,Completed
SHP0412,B0412,V016,Kochi,Mumbai,2026-08-07 09:16:00,2026-08-07 14:02:00,Completed
SHP0413,B0413,V096,Salem,Bengaluru,2026-08-05 08:49:00,2026-08-05 11:53:00,Completed
SHP0414,B0414,V007,Madurai,Pune,2026-08-05 10:29:00,2026-08-05 16:29:00,Completed
SHP0415,B0415,V021,Chennai,Pune,2026-08-04 05:16:00,2026-08-04 06:50:00,Completed
SHP0416,B0416,V080,Salem,Hyderabad,2026-08-05 10:44:00,2026-08-05 13:41:00,Completed
SHP0417,B0417,V016,Madurai,Salem,2026-08-05 07:33:00,2026-08-05 13:07:00,Completed
SHP0418,B0418,V040,Chennai,Kochi,2026-08-07 06:18:00,2026-08-07 08:05:00,Completed
SHP0419,B0419,V047,Salem,Madurai,2026-08-02 05:35:00,2026-08-02 08:06:00,Completed
SHP0420,B0420,V034,Pune,Madurai,2026-08-07 07:13:00,2026-08-07 13:06:00,Completed
SHP0421,B0421,V046,Kochi,Coimbatore,2026-08-01 10:43:00,2026-08-01 13:20:00,Completed
SHP0422,B0422,V017,Pune,Hyderabad,2026-08-06 06:47:00,2026-08-06 09:50:00,Completed
SHP0423,B0423,V031,Kochi,Hyderabad,2026-08-04 06:12:00,2026-08-04 09:19:00,Completed
SHP0424,B0424,V012,Bengaluru,Madurai,2026-08-03 06:49:00,2026-08-03 08:43:00,Completed
SHP0425,B0425,V019,Bangalore,Pune,2026-08-03 09:00:00,2026-08-03 14:37:00,Completed
SHP0426,B0426,V016,Chennai,Pune,2026-08-02 07:39:00,2026-08-02 11:20:00,Completed
SHP0427,B0427,V018,Pune,Bengaluru,2026-08-03 07:31:00,2026-08-03 10:04:00,Completed
SHP0428,B0428,V028,Mumbai,Kochi,2026-08-02 08:14:00,2026-08-02 14:09:00,Completed
SHP0429,B0429,V043,Coimbatore,Chennai,2026-08-01 09:51:00,2026-08-01 14:27:00,Completed
SHP0430,B0430,V051,Pune,Mumbai,2026-08-01 05:32:00,2026-08-01 09:29:00,Completed
SHP0431,B0431,V032,Salem,Coimbatore,2026-08-04 08:07:00,2026-08-04 13:32:00,Completed
SHP0432,B0432,V093,Pune,Madurai,2026-08-06 10:00:00,2026-08-06 11:06:00,Completed
SHP0433,B0433,V022,Hyderabad,Salem,2026-08-03 09:06:00,2026-08-03 12:52:00,Completed
SHP0434,B0434,V095,Madurai,Bengaluru,2026-08-07 07:11:00,2026-08-07 12:51:00,Completed
SHP0435,B0435,V091,Kochi,Hyderabad,2026-08-01 07:30:00,2026-08-01 11:25:00,Completed
SHP0436,B0436,V060,Madurai,Coimbatore,2026-08-06 08:27:00,2026-08-06 11:14:00,Completed
SHP0437,B0437,V043,Salem,Madurai,2026-08-07 07:54:00,2026-08-07 12:19:00,Completed
SHP0438,B0438,V030,Kochi,Pune,2026-08-05 06:36:00,2026-08-05 08:43:00,Completed
SHP0439,B0439,V075,Bengaluru,Hyderabad,2026-08-02 05:46:00,2026-08-02 09:04:00,Completed
SHP0440,B0440,V040,Hyderabad,Mumbai,2026-08-04 08:54:00,2026-08-04 13:09:00,Completed
SHP0441,B0441,V097,Hyderabad,Coimbatore,2026-08-04 10:09:00,2026-08-04 15:11:00,Completed
SHP0442,B0442,V083,Chennai,Coimbatore,2026-08-02 08:31:00,2026-08-02 10:39:00,Completed
SHP0443,B0443,V060,Mumbai,Madurai,2026-08-04 08:19:00,2026-08-04 11:27:00,Completed
SHP0444,B0444,V081,Mumbai,Bengaluru,2026-08-05 05:25:00,2026-08-05 07:15:00,Completed
SHP0445,B0445,V053,Coimbatore,Chennai,2026-08-07 06:52:00,2026-08-07 10:02:00,Completed
SHP0446,B0446,V063,Pune,Bangalore,2026-08-07 08:47:00,2026-08-07 12:38:00,Completed
SHP0447,B0447,V030,Kochi,Madurai,2026-08-03 07:35:00,2026-08-03 13:20:00,Completed
SHP0448,B0448,V037,Kochi,Madurai,2026-08-03 05:26:00,2026-08-03 07:28:00,Completed
SHP0449,B0449,V063,Madurai,Bengaluru,2026-08-02 06:36:00,2026-08-02 12:30:00,Completed
SHP0450,B0450,V059,Mumbai,Coimbatore,2026-08-01 07:22:00,2026-08-01 11:08:00,Completed
SHP0451,B0451,V061,Mumbai,Pune,2026-08-03 10:28:00,2026-08-03 12:08:00,Completed
SHP0452,B0452,V064,Salem,Bengaluru,2026-08-06 07:29:00,2026-08-06 09:43:00,Completed
SHP0453,B0453,V011,Coimbatore,Madurai,2026-08-07 08:40:00,2026-08-07 14:32:00,Completed
SHP0454,B0454,V088,Salem,Bangalore,2026-08-07 05:10:00,2026-08-07 09:05:00,Completed
SHP0455,B0455,V022,Hyderabad,Madurai,2026-08-05 07:41:00,2026-08-05 11:10:00,Completed
SHP0456,B0456,V012,Kochi,Bengaluru,2026-08-05 10:25:00,2026-08-05 13:43:00,Completed
SHP0457,B0457,V099,Pune,Madurai,2026-08-01 10:37:00,2026-08-01 16:03:00,Completed
SHP0458,B0458,V047,Pune,Salem,2026-08-07 06:11:00,2026-08-07 07:22:00,Completed
SHP0459,B0459,V092,Coimbatore,Hyderabad,2026-08-03 10:16:00,2026-08-03 11:56:00,Completed
SHP0460,B0460,V061,Hyderabad,Coimbatore,2026-08-01 08:06:00,2026-08-01 09:54:00,Completed
SHP0461,B0461,V024,Bangalore,Pune,2026-08-01 09:03:00,2026-08-01 10:16:00,Completed
SHP0462,B0462,V052,Salem,Mumbai,2026-08-07 05:06:00,2026-08-07 08:20:00,Completed
SHP0463,B0463,V054,Bengaluru,Coimbatore,2026-08-03 05:41:00,2026-08-03 10:00:00,Completed
SHP0464,B0464,V095,Kochi,Hyderabad,2026-08-04 06:47:00,2026-08-04 10:12:00,Completed
SHP0465,B0465,V054,Pune,Coimbatore,2026-08-04 06:33:00,2026-08-04 09:00:00,Completed
SHP0466,B0466,V039,Chennai,Madurai,2026-08-04 07:55:00,2026-08-04 12:58:00,Completed
SHP0467,B0467,V012,Pune,Mumbai,2026-08-04 07:35:00,2026-08-04 12:22:00,Completed
SHP0468,B0468,V057,Coimbatore,Mumbai,2026-08-03 06:37:00,2026-08-03 11:30:00,Completed
SHP0469,B0469,V083,Bengaluru,Salem,2026-08-07 09:40:00,2026-08-07 15:13:00,Completed
SHP0470,B0470,V049,Kochi,Madurai,2026-08-01 08:34:00,2026-08-01 11:30:00,Completed
SHP0471,B0471,V081,Bangalore,Pune,2026-08-01 07:23:00,2026-08-01 11:54:00,Completed
SHP0472,B0472,V047,Kochi,Coimbatore,2026-08-01 07:00:00,2026-08-01 08:00:00,Completed
SHP0473,B0473,V064,Mumbai,Coimbatore,2026-08-02 07:18:00,2026-08-02 12:18:00,Completed
SHP0474,B0474,V028,Mumbai,Chennai,2026-08-06 10:59:00,2026-08-06 16:10:00,Completed
SHP0475,B0475,V032,Pune,Kochi,2026-08-07 05:49:00,2026-08-07 10:29:00,Completed
SHP0476,B0476,V011,Kochi,Bengaluru,2026-08-03 06:50:00,2026-08-03 07:53:00,Completed
SHP0477,B0477,V001,Mumbai,Madurai,2026-08-03 06:26:00,2026-08-03 12:13:00,Completed
SHP0478,B0478,V022,Salem,Hyderabad,2026-08-01 06:45:00,2026-08-01 11:04:00,Completed
SHP0479,B0479,V030,Salem,Hyderabad,2026-08-01 07:05:00,2026-08-01 11:41:00,Completed
SHP0480,B0480,V058,Hyderabad,Mumbai,2026-08-07 09:51:00,2026-08-07 13:10:00,Completed
SHP0481,B0481,V043,Kochi,Mumbai,2026-08-03 07:26:00,2026-08-03 10:02:00,Completed
SHP0482,B0482,V075,Bangalore,Coimbatore,2026-08-03 06:18:00,2026-08-03 08:14:00,Completed
SHP0483,B0483,V099,Pune,Bengaluru,2026-08-03 08:17:00,2026-08-03 13:28:00,Completed
SHP0484,B0484,V051,Hyderabad,Madurai,2026-08-05 05:09:00,2026-08-05 06:34:00,Completed
SHP0485,B0485,V082,Mumbai,Chennai,2026-08-07 06:06:00,2026-08-07 09:30:00,Completed
SHP0486,B0486,V017,Kochi,Coimbatore,2026-08-05 10:28:00,2026-08-05 11:32:00,Completed
SHP0487,B0487,V002,Hyderabad,Bangalore,2026-08-06 06:00:00,2026-08-06 11:12:00,Completed
SHP0488,B0488,V026,Hyderabad,Madurai,2026-08-05 08:19:00,2026-08-05 13:34:00,Completed
SHP0489,B0489,V049,Madurai,Pune,2026-08-07 10:50:00,2026-08-07 12:06:00,Completed
SHP0490,B0490,V022,Madurai,Bangalore,2026-08-02 06:03:00,2026-08-02 09:19:00,Completed
SHP0491,B0491,V006,Salem,Bangalore,2026-08-02 09:30:00,2026-08-02 12:02:00,Completed
SHP0492,B0492,V004,Hyderabad,Kochi,2026-08-01 08:53:00,2026-08-01 09:59:00,Completed
SHP0493,B0493,V056,Bangalore,Hyderabad,2026-08-01 08:49:00,2026-08-01 13:35:00,Completed
SHP0494,B0494,V006,Hyderabad,Chennai,2026-08-05 06:29:00,2026-08-05 08:17:00,Completed
SHP0495,B0495,V050,Mumbai,Hyderabad,2026-08-02 08:24:00,2026-08-02 12:03:00,Completed
SHP0496,B0496,V035,Madurai,Coimbatore,2026-08-06 10:46:00,2026-08-06 12:07:00,Completed
SHP0497,B0497,V011,Mumbai,Bangalore,2026-08-02 07:30:00,2026-08-02 11:02:00,Completed
SHP0498,B0498,V065,Hyderabad,Madurai,2026-08-05 05:55:00,2026-08-05 08:46:00,Completed
SHP0499,B0499,V052,Bangalore,Hyderabad,2026-08-06 10:27:00,2026-08-06 14:13:00,Completed
SHP0500,B0500,V053,Chennai,Coimbatore,2026-08-01 07:37:00,2026-08-01 09:38:00,Completed
